,,,,,,,,,,
,,,,,,,,,,
category ID,cat_code,category1_ru,category2_ru,category3_ru,category4_ru,category5_ru,category6_ru,comm FBO %,comm FBS %,comm DBS%
12031,Строительство и ремонтИнструментыЭлектроинструментыПрочие электроинструментыКлеевой пистолет строительный,Строительство и ремонт,Инструменты,Электроинструменты,Прочие электроинструменты,Клеевой пистолет строительный,,15%,15%,15%
12032,Бытовая техникаТехника для красотыУкладка волосФены и насадки,Бытовая техника,Техника для красоты,Укладка волос,Фены и насадки,,,17%,17%,17%
12033,"Строительство и ремонтРасходные материалы и оснасткаДля дрелей, гравёров и шуруповертовСверлаСверла",Строительство и ремонт,Расходные материалы и оснастка,"Для дрелей, гравёров и шуруповертов",Сверла,Сверла,,25%,25%,25%
12034,"ЗоотоварыДля птицПоилки, кормушки",Зоотовары,Для птиц,"Поилки, кормушки",,,,12%,12%,12%
12035,КнигиНехудожественная литератураКомпьютерные технологииКомпьютерные сети,Книги,Нехудожественная литература,Компьютерные технологии,Компьютерные сети,,,20%,20%,20%
12036,ЭлектроникаФото и видеотехникаАксессуары для фото и видеокамерПереходные кольцаадаптеры для объективов,Электроника,Фото и видеотехника,Аксессуары для фото и видеокамер,Переходные кольца,адаптеры для объективов,,20%,20%,20%
12037,Детские товарыГигиена и подгузникиКупание ребенкаШапочки и козырьки для купания,Детские товары,Гигиена и подгузники,Купание ребенка,Шапочки и козырьки для купания,,,20%,20%,20%
12039,ОдеждаЖенская одеждаПиджаки и костюмыПиджаки,Одежда,Женская одежда,Пиджаки и костюмы,Пиджаки,,,25%,25%,25%
12040,АксессуарыЖенские аксессуарыГоловные уборыЧалма,Аксессуары,Женские аксессуары,Головные уборы,Чалма,,,30%,30%,30%
12041,Бытовая техникаКлиматическая техникаОчищение и увлажнение воздухаОсушители воздуха,Бытовая техника,Климатическая техника,Очищение и увлажнение воздуха,Осушители воздуха,,,17%,17%,17%
12042,"Дача, сад и огородСадовый инструментОбработка почвыИнструменты для посадки растений","Дача, сад и огород",Садовый инструмент,Обработка почвы,Инструменты для посадки растений,,,20%,20%,20%
12043,"Дача, сад и огородСадовый инструментДругой садовый инструментПлодосборники","Дача, сад и огород",Садовый инструмент,Другой садовый инструмент,Плодосборники,,,25%,25%,25%
12044,Товары для домаТовары для кухниКухонные инструментыРазделочные доски,Товары для дома,Товары для кухни,Кухонные инструменты,Разделочные доски,,,25%,25%,25%
12045,"ЭлектроникаНоутбуки, планшеты и электронные книгиПланшеты и электронные книгиАксессуары для планшетов и электронных книгЧехлы и сумки для планшетов и электронных книг",Электроника,"Ноутбуки, планшеты и электронные книги",Планшеты и электронные книги,Аксессуары для планшетов и электронных книг,Чехлы и сумки для планшетов и электронных книг,,30%,30%,30%
12046,ОдеждаОдежда для мальчиковВерхняя одеждаПальто и плащи,Одежда,Одежда для мальчиков,Верхняя одежда,Пальто и плащи,,,25%,25%,25%
12047,ЭлектроникаФото и видеотехникаОборудование для фотографовСтудийное оборудование,Электроника,Фото и видеотехника,Оборудование для фотографов,Студийное оборудование,,,20%,20%,20%
12048,Бытовая химияЧистящие и моющие средстваСредства для ухода за мебелью и полом,Бытовая химия,Чистящие и моющие средства,Средства для ухода за мебелью и полом,,,,17%,17%,17%
12049,ЭлектроникаТелевизоры и видеотехникаКабели и переходникиПереходники и адаптеры для видео,Электроника,Телевизоры и видеотехника,Кабели и переходники,Переходники и адаптеры для видео,,,30%,30%,30%
12050,Красота и уходМаникюр и педикюрИнструменты для маникюраКисти,Красота и уход,Маникюр и педикюр,Инструменты для маникюра,Кисти,,,25%,25%,25%
12051,"Дача, сад и огородСеменаЛуковичные цветы","Дача, сад и огород",Семена,Луковичные цветы,,,,25%,25%,25%
12052,Товары для домаТовары для кухниФильтры для водыФильтр-кувшины,Товары для дома,Товары для кухни,Фильтры для воды,Фильтр-кувшины,,,25%,25%,25%
12055,ОбувьЖенская обувьФункциональная обувь,Обувь,Женская обувь,Функциональная обувь,,,,20%,20%,20%
12056,ЭлектроникаНаушники и аудиотехникаПериферия и аксессуарыЦифро-аналоговые преобразователи,Электроника,Наушники и аудиотехника,Периферия и аксессуары,Цифро-аналоговые преобразователи,,,20%,20%,20%
12057,АвтотоварыАксессуары и принадлежностиЗащита кузова автоЗащита раздаточной коробки,Автотовары,Аксессуары и принадлежности,Защита кузова авто,Защита раздаточной коробки,,,25%,25%,25%
12059,АксессуарыАксессуары для девочекГоловные уборыШляпы,Аксессуары,Аксессуары для девочек,Головные уборы,Шляпы,,,30%,30%,30%
12060,ОдеждаОдежда для мальчиковТолстовки и олимпийкиОлимпийки,Одежда,Одежда для мальчиков,Толстовки и олимпийки,Олимпийки,,,25%,25%,25%
12062,ОдеждаМужская одеждаХуди и свитшотыХуди,Одежда,Мужская одежда,Худи и свитшоты,Худи,,,25%,25%,25%
12063,КнигиДетям и родителямХудожественная литератураЮмор,Книги,Детям и родителям,Художественная литература,Юмор,,,20%,20%,20%
12064,ОдеждаЖенская одеждаОдежда для беременныхБлузы и рубашки,Одежда,Женская одежда,Одежда для беременных,Блузы и рубашки,,,25%,25%,25%
12067,ЭлектроникаТовары для геймеровИгровые приставкиАксессуары и запчасти для игровых приставокНаборы аксессуаров,Электроника,Товары для геймеров,Игровые приставки,Аксессуары и запчасти для игровых приставок,Наборы аксессуаров,,15%,15%,15%
12068,Товары для домаМебельМебельная фурнитура,Товары для дома,Мебель,Мебельная фурнитура,,,,20%,20%,20%
12069,ОбувьОбувь для девочекБотинки и полуботинкиБотинки,Обувь,Обувь для девочек,Ботинки и полуботинки,Ботинки,,,20%,20%,20%
12070,Строительство и ремонтИнструментыПаяльное оборудованиеПаяльникиПаяльник,Строительство и ремонт,Инструменты,Паяльное оборудование,Паяльники,Паяльник,,17%,17%,17%
12071,АксессуарыЖенские аксессуарыГоловные уборыКомплекты головных уборов,Аксессуары,Женские аксессуары,Головные уборы,Комплекты головных уборов,,,30%,30%,30%
12072,КнигиБизнес-литератураФинансы,Книги,Бизнес-литература,Финансы,,,,20%,20%,20%
12073,АвтотоварыАвтозапчастиЭлектрооборудованиеАвтомобильные инверторы,Автотовары,Автозапчасти,Электрооборудование,Автомобильные инверторы,,,20%,20%,20%
12074,Товары для домаТовары для кухниОдноразовая посуда и упаковкаКрышки для напитков,Товары для дома,Товары для кухни,Одноразовая посуда и упаковка,Крышки для напитков,,,25%,25%,25%
12075,Строительство и ремонтИнструментыИзмерительные инструментыУровни и отвесыУровень строительный,Строительство и ремонт,Инструменты,Измерительные инструменты,Уровни и отвесы,Уровень строительный,,20%,20%,20%
12076,Товары для домаТовары для кухниАксессуары для выпечкиЛопатки кондитерские,Товары для дома,Товары для кухни,Аксессуары для выпечки,Лопатки кондитерские,,,25%,25%,25%
12077,ОдеждаМужская одеждаДомашняя одеждаДомашние халаты,Одежда,Мужская одежда,Домашняя одежда,Домашние халаты,,,25%,25%,25%
12078,АксессуарыЖенские аксессуарыАксессуары для волосРезинки,Аксессуары,Женские аксессуары,Аксессуары для волос,Резинки,,,27%,27%,27%
12079,"АвтотоварыУход за автомобилемЩетки, губки, салфетки",Автотовары,Уход за автомобилем,"Щетки, губки, салфетки",,,,25%,25%,25%
12080,Детские товарыТовары для кормленияБутылочки и поильники,Детские товары,Товары для кормления,Бутылочки и поильники,,,,20%,20%,20%
12081,Красота и уходУход за волосамиСредства для очищения и уходаСкрабы,Красота и уход,Уход за волосами,Средства для очищения и ухода,Скрабы,,,20%,20%,20%
12082,Товары для домаТовары для кухниПорядок на кухнеПодставки и держатели,Товары для дома,Товары для кухни,Порядок на кухне,Подставки и держатели,,,25%,25%,25%
12083,"Спорт и отдыхОтдых на природе, рыбалка и охотаТуризм и отдых на природеТуристические коврики",Спорт и отдых,"Отдых на природе, рыбалка и охота",Туризм и отдых на природе,Туристические коврики,,,25%,25%,25%
12084,ОдеждаЖенская одеждаРелигиозная одежда для женщин,Одежда,Женская одежда,Религиозная одежда для женщин,,,,25%,25%,25%
12085,Товары для домаТекстильПостельное бельеНаволочки,Товары для дома,Текстиль,Постельное белье,Наволочки,,,22%,22%,22%
12088,"ОдеждаЖенская одеждаНоски, чулки и колготкиГольфы и гетры",Одежда,Женская одежда,"Носки, чулки и колготки",Гольфы и гетры,,,25%,25%,25%
12089,Красота и уходЛичная гигиенаГигиена полости ртаМежзубные ершики,Красота и уход,Личная гигиена,Гигиена полости рта,Межзубные ершики,,,20%,20%,20%
12090,АксессуарыАксессуары для путешествийТовары для снаПодушки для сна,Аксессуары,Аксессуары для путешествий,Товары для сна,Подушки для сна,,,20%,20%,20%
12091,Хобби и творчествоМузыкальные инструментыСтрунные инструменты,Хобби и творчество,Музыкальные инструменты,Струнные инструменты,,,,12%,12%,12%
12092,ЭлектроникаКомпьютерная техникаКомплектующие для компьютерной техникиБлоки питания,Электроника,Компьютерная техника,Комплектующие для компьютерной техники,Блоки питания,,,10%,10%,10%
12093,АвтотоварыАксессуары и принадлежностиЗащита кузова автоЗащита заднего бампера,Автотовары,Аксессуары и принадлежности,Защита кузова авто,Защита заднего бампера,,,25%,25%,25%
12094,ЭлектроникаУмный дом и безопасностьВидеонаблюдениеАвтоматика для ворот,Электроника,Умный дом и безопасность,Видеонаблюдение,Автоматика для ворот,,,20%,20%,20%
12096,ЭлектроникаТелевизоры и видеотехникаАксессуары для телевизоровИзмерители уровня сигнала,Электроника,Телевизоры и видеотехника,Аксессуары для телевизоров,Измерители уровня сигнала,,,22%,22%,22%
12097,Красота и уходУход за лицомОчищение и умываниеМасло гидрофильное,Красота и уход,Уход за лицом,Очищение и умывание,Масло гидрофильное,,,20%,20%,20%
12099,ЗдоровьеМедицинские приборыДопплер,Здоровье,Медицинские приборы,Допплер,,,,22%,22%,22%
12100,ЭлектроникаТелевизоры и видеотехникаАксессуары для телевизоровПульты ДУ для TV,Электроника,Телевизоры и видеотехника,Аксессуары для телевизоров,Пульты ДУ для TV,,,20%,20%,20%
12101,Бытовая техникаТехника для домаПылесосы и аксессуарыЗапчасти и аксессуары для пылесосовАроматизаторы,Бытовая техника,Техника для дома,Пылесосы и аксессуары,Запчасти и аксессуары для пылесосов,Ароматизаторы,,18%,18%,18%
12102,Товары для домаТовары для кухниАксессуары для напитковШейкеры для напитков,Товары для дома,Товары для кухни,Аксессуары для напитков,Шейкеры для напитков,,,25%,25%,25%
12103,Красота и уходЛичная гигиенаМылоБельди,Красота и уход,Личная гигиена,Мыло,Бельди,,,20%,20%,20%
12104,"Дача, сад и огородСеменаНаборы семян","Дача, сад и огород",Семена,Наборы семян,,,,25%,25%,25%
12105,АвтотоварыАвтозапчастиСтеклоочистители,Автотовары,Автозапчасти,Стеклоочистители,,,,20%,20%,20%
12106,Товары для домаТовары для кухниПриготовление алкоголяОборудование для брожения,Товары для дома,Товары для кухни,Приготовление алкоголя,Оборудование для брожения,,,22%,22%,22%
12107,ЭлектроникаНаушники и аудиотехникаПериферия и аксессуарыРесиверы,Электроника,Наушники и аудиотехника,Периферия и аксессуары,Ресиверы,,,30%,30%,30%
12108,АвтотоварыАксессуары и принадлежностиАварийные принадлежностиПротивооткатные башмаки и упоры,Автотовары,Аксессуары и принадлежности,Аварийные принадлежности,Противооткатные башмаки и упоры,,,22%,22%,22%
12109,АксессуарыАксессуары для девочекАксессуары для волосОбодки и диадемы,Аксессуары,Аксессуары для девочек,Аксессуары для волос,Ободки и диадемы,,,30%,30%,30%
12111,ЭлектроникаСмартфоны и телефоныАксессуары для смартфоновАксессуары для мобильной съемкиОбъективы для смартфонов,Электроника,Смартфоны и телефоны,Аксессуары для смартфонов,Аксессуары для мобильной съемки,Объективы для смартфонов,,20%,20%,20%
12112,ЗдоровьеВитамины и БАДыЖенское здоровьеЖенские средства при климаксе и менопаузе,Здоровье,Витамины и БАДы,Женское здоровье,Женские средства при климаксе и менопаузе,,,19%,19%,19%
12113,ЭлектроникаТовары для геймеровИгровые наушники,Электроника,Товары для геймеров,Игровые наушники,,,,5%,5%,5%
12114,Красота и уходМакияжНаборы для макияжа,Красота и уход,Макияж,Наборы для макияжа,,,,25%,25%,25%
12115,Строительство и ремонтИнструментыЭлектроинструментыФрезерные машины,Строительство и ремонт,Инструменты,Электроинструменты,Фрезерные машины,,,15%,15%,15%
12116,ОбувьЖенская обувьСапоги и уггиБотфорты,Обувь,Женская обувь,Сапоги и угги,Ботфорты,,,20%,20%,20%
12117,ЗдоровьеВитамины и БАДыЖенское здоровьеСредства для лечения бесплодия,Здоровье,Витамины и БАДы,Женское здоровье,Средства для лечения бесплодия,,,19%,19%,19%
12118,"АксессуарыМужские аксессуарыКошельки, ключницы и визитницыМонетницы",Аксессуары,Мужские аксессуары,"Кошельки, ключницы и визитницы",Монетницы,,,30%,30%,30%
12119,ЭлектроникаФото и видеотехникаОборудование для фотографовЦифровые фоторамки,Электроника,Фото и видеотехника,Оборудование для фотографов,Цифровые фоторамки,,,20%,20%,20%
12120,Товары для домаТовары для праздниковФейерверки и салютыРакеты,Товары для дома,Товары для праздников,Фейерверки и салюты,Ракеты,,,30%,30%,30%
12124,Бытовая техникаТехника для кухниПрочая кухонная техникаМаринаторы,Бытовая техника,Техника для кухни,Прочая кухонная техника,Маринаторы,,,20%,20%,20%
12125,"АксессуарыАксессуары для мальчиковГалстуки и бабочки, карманные платкиКарманные платки",Аксессуары,Аксессуары для мальчиков,"Галстуки и бабочки, карманные платки",Карманные платки,,,30%,30%,30%
12126,Спорт и отдыхФитнес и йогаЙога и пилатесВалики,Спорт и отдых,Фитнес и йога,Йога и пилатес,Валики,,,22%,22%,22%
12127,ОбувьОбувь для девочекБалетки,Обувь,Обувь для девочек,Балетки,,,,20%,20%,20%
12128,ОдеждаЖенская одеждаШортыПовседневные шорты,Одежда,Женская одежда,Шорты,Повседневные шорты,,,25%,25%,25%
12129,Бытовая техникаТехника для кухниТехника для жарки и варкиПрочая техника для жарки и варкиХотдог-мейкеры,Бытовая техника,Техника для кухни,Техника для жарки и варки,Прочая техника для жарки и варки,Хотдог-мейкеры,,17%,17%,17%
12130,Бытовая техникаТехника для кухниТехника для жарки и варкиПрочая техника для жарки и варкиСоковарки,Бытовая техника,Техника для кухни,Техника для жарки и варки,Прочая техника для жарки и варки,Соковарки,,17%,17%,17%
12131,Детские товарыТовары для кормленияПосуда и принадлежности для кормленияНаборы посуды для кормления,Детские товары,Товары для кормления,Посуда и принадлежности для кормления,Наборы посуды для кормления,,,20%,20%,20%
12132,Бытовая химияСредства для посудомоечных машинОполаскиватели для пмм,Бытовая химия,Средства для посудомоечных машин,Ополаскиватели для пмм,,,,17%,17%,17%
12133,КанцтоварыНастольные подставки и визитницыПодставки для учебников,Канцтовары,Настольные подставки и визитницы,Подставки для учебников,,,,20%,20%,20%
12134,Детские товарыТовары для кормленияПосуда и принадлежности для кормленияДетские столовые приборы,Детские товары,Товары для кормления,Посуда и принадлежности для кормления,Детские столовые приборы,,,20%,20%,20%
12135,АвтотоварыИнструменты и оборудованиеРучные инструменты,Автотовары,Инструменты и оборудование,Ручные инструменты,,,,20%,20%,20%
12136,ЗдоровьеМассажеры и массажное оборудованиеМассажные матрасы,Здоровье,Массажеры и массажное оборудование,Массажные матрасы,,,,25%,25%,25%
12137,Строительство и ремонтИнструментыЭлектроинструментыЭлектролобзики,Строительство и ремонт,Инструменты,Электроинструменты,Электролобзики,,,15%,15%,15%
12138,Хобби и творчествоРукоделиеМолды,Хобби и творчество,Рукоделие,Молды,,,,22%,22%,22%
12139,"ОдеждаМужская одеждаДжемперы, свитеры и кардиганыСвитеры",Одежда,Мужская одежда,"Джемперы, свитеры и кардиганы",Свитеры,,,25%,25%,25%
12140,"АвтотоварыТовары для мототехники, мотоэкипировкаСкутеры",Автотовары,"Товары для мототехники, мотоэкипировка",Скутеры,,,,25%,25%,25%
12141,АвтотоварыШины и дискиЧехлы для колес,Автотовары,Шины и диски,Чехлы для колес,,,,30%,30%,30%
12142,Товары для домаТовары для кухниСтоловые приборыНаборы столовых приборов,Товары для дома,Товары для кухни,Столовые приборы,Наборы столовых приборов,,,22%,22%,22%
12143,Красота и уходУход за волосамиСредства для укладкиСпреи,Красота и уход,Уход за волосами,Средства для укладки,Спреи,,,20%,20%,20%
12144,Красота и уходМакияжГубыПомады,Красота и уход,Макияж,Губы,Помады,,,20%,20%,20%
12145,"Спорт и отдыхФитнес и йогаПетли, лестницы, барьеры для кроссфитаТренировочные петли",Спорт и отдых,Фитнес и йога,"Петли, лестницы, барьеры для кроссфита",Тренировочные петли,,,22%,22%,22%
12146,АксессуарыМужские аксессуарыЮвелирные украшенияКольца и перстни,Аксессуары,Мужские аксессуары,Ювелирные украшения,Кольца и перстни,,,25%,25%,25%
12147,ОдеждаМужская одеждаФутболки и полоФутболки с коротким рукавом,Одежда,Мужская одежда,Футболки и поло,Футболки с коротким рукавом,,,25%,25%,25%
12148,ЭлектроникаОфисная техникаОфисное оборудованиеЛаминаторы и брошюровщики,Электроника,Офисная техника,Офисное оборудование,Ламинаторы и брошюровщики,,,30%,30%,30%
12149,ЭлектроникаОфисная техникаКомплектующие для офисной техникиПечатающие головки,Электроника,Офисная техника,Комплектующие для офисной техники,Печатающие головки,,,30%,30%,30%
12150,"ОдеждаМужская одеждаДжемперы, свитеры и кардиганыВодолазки",Одежда,Мужская одежда,"Джемперы, свитеры и кардиганы",Водолазки,,,25%,25%,25%
12151,Детские товарыКоляски и автокреслаКоляски,Детские товары,Коляски и автокресла,Коляски,,,,10%,10%,10%
12152,ЭлектроникаКомпьютерная техникаКомпьютерная периферияМикрокомпьютеры,Электроника,Компьютерная техника,Компьютерная периферия,Микрокомпьютеры,,,10%,10%,10%
12154,АксессуарыМужские аксессуарыСумки и рюкзакиРюкзаки,Аксессуары,Мужские аксессуары,Сумки и рюкзаки,Рюкзаки,,,25%,25%,25%
12155,АвтотоварыАксессуары и принадлежностиЧехлы и органайзерыОрганайзеры и сумки,Автотовары,Аксессуары и принадлежности,Чехлы и органайзеры,Органайзеры и сумки,,,25%,25%,25%
12156,АксессуарыАксессуары для мальчиковГоловные уборыКепки и бейсболки,Аксессуары,Аксессуары для мальчиков,Головные уборы,Кепки и бейсболки,,,30%,30%,30%
12157,"ЭлектроникаТовары для геймеровИгровые приставкиГеймпады, джойстики",Электроника,Товары для геймеров,Игровые приставки,"Геймпады, джойстики",,,15%,15%,15%
12158,ОдеждаОдежда для новорождённыхДжемперы и толстовки,Одежда,Одежда для новорождённых,Джемперы и толстовки,,,,10%,10%,10%
12159,АксессуарыЖенские аксессуарыБижутерные украшенияЗначки,Аксессуары,Женские аксессуары,Бижутерные украшения,Значки,,,25%,25%,25%
12160,Детские товарыДетское творчествоДетские музыкальные инструменты,Детские товары,Детское творчество,Детские музыкальные инструменты,,,,25%,25%,25%
12161,Товары для домаТовары для кухниАксессуары для выпечкиТрафареты для выпечки,Товары для дома,Товары для кухни,Аксессуары для выпечки,Трафареты для выпечки,,,25%,25%,25%
12162,АксессуарыАксессуары для девочекБижутерные украшенияБрелоки,Аксессуары,Аксессуары для девочек,Бижутерные украшения,Брелоки,,,25%,25%,25%
12163,"Детские товарыДетская комнатаТовары для снаОдеяла, пледы, покрывала",Детские товары,Детская комната,Товары для сна,"Одеяла, пледы, покрывала",,,20%,20%,20%
12164,Товары для домаДекор и интерьерВазы,Товары для дома,Декор и интерьер,Вазы,,,,27%,27%,27%
12165,Бытовая техникаТехника для домаПылесосы и аксессуарыРучные пылесосы,Бытовая техника,Техника для дома,Пылесосы и аксессуары,Ручные пылесосы,,,17%,17%,17%
12167,АксессуарыАксессуары для девочекПерчатки и варежкиПерчатки,Аксессуары,Аксессуары для девочек,Перчатки и варежки,Перчатки,,,30%,30%,30%
12169,КанцтоварыБумажная продукцияБумага цветная,Канцтовары,Бумажная продукция,Бумага цветная,,,,20%,20%,20%
12170,ЭлектроникаФото и видеотехникаАксессуары для фото и видеокамерРемни для фотокамер,Электроника,Фото и видеотехника,Аксессуары для фото и видеокамер,Ремни для фотокамер,,,25%,25%,25%
12171,ЭлектроникаСмартфоны и телефоныАксессуары для смартфоновКабели и адаптеры для телефонов,Электроника,Смартфоны и телефоны,Аксессуары для смартфонов,Кабели и адаптеры для телефонов,,,30%,30%,30%
12172,ОдеждаОдежда для девочекТолстовки и олимпийкиХуди,Одежда,Одежда для девочек,Толстовки и олимпийки,Худи,,,25%,25%,25%
12173,Строительство и ремонтОсвещениеАксессуары для освещенияАбажуры и плафоныАбажур,Строительство и ремонт,Освещение,Аксессуары для освещения,Абажуры и плафоны,Абажур,,22%,22%,22%
12174,Детские товарыТовары для мамТрусы дородовые и послеродовые,Детские товары,Товары для мам,Трусы дородовые и послеродовые,,,,15%,15%,15%
12175,Товары для домаХозяйственные товарыИнвентарь для уборкиСтекломои и скребки,Товары для дома,Хозяйственные товары,Инвентарь для уборки,Стекломои и скребки,,,20%,20%,20%
12176,Товары для домаТовары для комнатных растенийГоршки и кашпо,Товары для дома,Товары для комнатных растений,Горшки и кашпо,,,,25%,25%,25%
12177,ЗоотоварыДля кошекЛотки и наполнителиЛотки,Зоотовары,Для кошек,Лотки и наполнители,Лотки,,,17%,17%,17%
12178,Товары для домаТовары для праздниковНовогодние товарыЮбки и корзины под елку,Товары для дома,Товары для праздников,Новогодние товары,Юбки и корзины под елку,,,27%,27%,27%
12179,Товары для домаТовары для кухниАксессуары для выпечкиКремеры и баллоны,Товары для дома,Товары для кухни,Аксессуары для выпечки,Кремеры и баллоны,,,25%,25%,25%
12181,АксессуарыЖенские аксессуарыСвадебные аксессуарыСвадебные украшения,Аксессуары,Женские аксессуары,Свадебные аксессуары,Свадебные украшения,,,30%,30%,30%
12182,АксессуарыМужские аксессуарыСумки и рюкзакиСпортивные сумки,Аксессуары,Мужские аксессуары,Сумки и рюкзаки,Спортивные сумки,,,25%,25%,25%
12184,ЭлектроникаОфисная техникаАксессуары и уход за офисной техникойТвердые чернила,Электроника,Офисная техника,Аксессуары и уход за офисной техникой,Твердые чернила,,,20%,20%,20%
12185,Бытовая техникаТехника для красотыУкладка волосВыпрямители для волос,Бытовая техника,Техника для красоты,Укладка волос,Выпрямители для волос,,,17%,17%,17%
12186,КанцтоварыБумажная продукцияАльбомы для рисования,Канцтовары,Бумажная продукция,Альбомы для рисования,,,,20%,20%,20%
12187,Детские товарыКоляски и автокреслаДетские переноски,Детские товары,Коляски и автокресла,Детские переноски,,,,15%,15%,15%
12188,Товары для домаТовары для кухниПриготовление алкоголяЕмкости для брожения,Товары для дома,Товары для кухни,Приготовление алкоголя,Емкости для брожения,,,22%,22%,22%
12189,КнигиХудожественная литератураСентиментальная проза,Книги,Художественная литература,Сентиментальная проза,,,,22%,22%,22%
12190,"Дача, сад и огородСадовая техникаМойки высокого давления и аксессуарыАксессуары для моек высокого давленияПенные сопла","Дача, сад и огород",Садовая техника,Мойки высокого давления и аксессуары,Аксессуары для моек высокого давления,Пенные сопла,,15%,15%,15%
12191,Бытовая химияСредства для посудомоечных машинГели и жидкости для пмм,Бытовая химия,Средства для посудомоечных машин,Гели и жидкости для пмм,,,,17%,17%,17%
12192,ОдеждаОдежда для мальчиковФутболки и майкиЛонгсливы,Одежда,Одежда для мальчиков,Футболки и майки,Лонгсливы,,,25%,25%,25%
12194,Бытовая техникаТехника для домаАппараты для влажной уборкиСтеклоочистители,Бытовая техника,Техника для дома,Аппараты для влажной уборки,Стеклоочистители,,,10%,10%,10%
12196,КанцтоварыОфисные принадлежностиДержатели для бумаг,Канцтовары,Офисные принадлежности,Держатели для бумаг,,,,20%,20%,20%
12197,ОдеждаОдежда для новорождённыхПолзунки и штанишки,Одежда,Одежда для новорождённых,Ползунки и штанишки,,,,10%,10%,10%
12198,Товары для домаТовары для кухниКухонные инструментыВспениватели молока,Товары для дома,Товары для кухни,Кухонные инструменты,Вспениватели молока,,,25%,25%,25%
12199,ОдеждаОдежда для девочекПлатья и сарафаныСарафаны,Одежда,Одежда для девочек,Платья и сарафаны,Сарафаны,,,25%,25%,25%
12200,Бытовая химияСредства по уходу за обувьюУсилители яркости цвета,Бытовая химия,Средства по уходу за обувью,Усилители яркости цвета,,,,20%,20%,20%
12201,АвтотоварыГараж и автосервисСпецинструменты для слесарных работ,Автотовары,Гараж и автосервис,Специнструменты для слесарных работ,,,,17%,17%,17%
12202,ЗоотоварыДля кошекПосудаАксессуары для кормления котят,Зоотовары,Для кошек,Посуда,Аксессуары для кормления котят,,,12%,12%,12%
12203,АвтотоварыАксессуары и принадлежностиПеревозка багажаАксессуары для прицепов,Автотовары,Аксессуары и принадлежности,Перевозка багажа,Аксессуары для прицепов,,,25%,25%,25%
12204,Бытовая техникаТехника для кухниПрочая кухонная техникаЛанчбоксы с подогревом,Бытовая техника,Техника для кухни,Прочая кухонная техника,Ланчбоксы с подогревом,,,30%,30%,30%
12205,АвтотоварыАксессуары и принадлежностиТюнинг и внешний декорПротивоугонные устройства,Автотовары,Аксессуары и принадлежности,Тюнинг и внешний декор,Противоугонные устройства,,,20%,20%,20%
12206,ОдеждаЖенская одеждаНижнее бельёОткровенное бельё и костюмыОткровенное бельё,Одежда,Женская одежда,Нижнее бельё,Откровенное бельё и костюмы,Откровенное бельё,,25%,25%,25%
12207,ЗоотоварыДля рыб и рептилийПереноски для рыб и рептилий,Зоотовары,Для рыб и рептилий,Переноски для рыб и рептилий,,,,22%,22%,22%
12208,ОдеждаОдежда для девочекВерхняя одеждаКомплекты верхней одежды,Одежда,Одежда для девочек,Верхняя одежда,Комплекты верхней одежды,,,25%,25%,25%
12209,Детские товарыГигиена и подгузникиДетская косметикаСредства для купания,Детские товары,Гигиена и подгузники,Детская косметика,Средства для купания,,,20%,20%,20%
12210,"Товары для домаТовары для праздниковПодарочная упаковка, открыткиУпаковочная бумага, бирки и ленты",Товары для дома,Товары для праздников,"Подарочная упаковка, открытки","Упаковочная бумага, бирки и ленты",,,30%,30%,30%
12211,ЗоотоварыГигиенаКосметика для животныхЛосьоны,Зоотовары,Гигиена,Косметика для животных,Лосьоны,,,30%,30%,30%
12212,Строительство и ремонтСредства индивидуальной защитыСтраховочное оборудование,Строительство и ремонт,Средства индивидуальной защиты,Страховочное оборудование,,,,25%,25%,25%
12215,Бытовая химияСредства для стиркиГели и жидкости для стирки,Бытовая химия,Средства для стирки,Гели и жидкости для стирки,,,,17%,17%,17%
12216,"Дача, сад и огородПикник, барбекю, грильПледы и покрывала для пикника","Дача, сад и огород","Пикник, барбекю, гриль",Пледы и покрывала для пикника,,,,25%,25%,25%
12217,Красота и уходМаникюр и педикюрИнструменты для маникюраФрезы и триммеры для кутикул,Красота и уход,Маникюр и педикюр,Инструменты для маникюра,Фрезы и триммеры для кутикул,,,20%,20%,20%
