,,,,,,,,,,
,,,,,,,,,,
category ID,cat_code,category1_ru,category2_ru,category3_ru,category4_ru,category5_ru,category6_ru,comm FBO %,comm FBS %,comm DBS%
16478,"Дача, сад и огородСадовая техникаМотоблоки, электрокультиваторы и электротяпкиНавесное оборудование","Дача, сад и огород",Садовая техника,"Мотоблоки, электрокультиваторы и электротяпки",Навесное оборудование,,,10%,10%,10%
16479,"Дача, сад и огородСадовая техникаМотоблоки, электрокультиваторы и электротяпкиЭлектрокультиватор","Дача, сад и огород",Садовая техника,"Мотоблоки, электрокультиваторы и электротяпки",Электрокультиватор,,,10%,10%,10%
16480,"Дача, сад и огородСадовая техникаМотоблоки, электрокультиваторы и электротяпкиПрополочная машинка","Дача, сад и огород",Садовая техника,"Мотоблоки, электрокультиваторы и электротяпки",Прополочная машинка,,,10%,10%,10%
16481,"Дача, сад и огородСадовая техникаМотобуры и оснасткаКомплектующее для мотобура","Дача, сад и огород",Садовая техника,Мотобуры и оснастка,Комплектующее для мотобура,,,10%,10%,10%
16484,Строительство и ремонтИнструментыОборудование для мастерскойЯщики и органайзерыЯщики для инструментов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Ящики и органайзеры,Ящики для инструментов,,22%,22%,22%
16485,Строительство и ремонтИнструментыОборудование для мастерскойЯщики и органайзерыОрганайзер строительный,Строительство и ремонт,Инструменты,Оборудование для мастерской,Ящики и органайзеры,Органайзер строительный,,22%,22%,22%
16486,Строительство и ремонтИнструментыОборудование для мастерскойЯщики и органайзерыЛотки для метизов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Ящики и органайзеры,Лотки для метизов,,22%,22%,22%
16488,Строительство и ремонтИнструментыОборудование для мастерскойЯщики и органайзерыКассетницы,Строительство и ремонт,Инструменты,Оборудование для мастерской,Ящики и органайзеры,Кассетницы,,22%,22%,22%
16489,Строительство и ремонтИнструментыЗапчасти и асессуарыАмортизатор,Строительство и ремонт,Инструменты,Запчасти и асессуары,Амортизатор,,,22%,22%,22%
16490,Строительство и ремонтИнструментыЗапчасти и асессуарыВыключатели для электроинструментов,Строительство и ремонт,Инструменты,Запчасти и асессуары,Выключатели для электроинструментов,,,22%,22%,22%
16491,Строительство и ремонтИнструментыЗапчасти и асессуарыГлушители,Строительство и ремонт,Инструменты,Запчасти и асессуары,Глушители,,,22%,22%,22%
16492,Строительство и ремонтИнструментыЗапчасти и асессуарыДвигатель для электроинструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Двигатель для электроинструмента,,,22%,22%,22%
16494,Красота и уходМебель и оборудование для салонов красотыДля косметологовКушетка косметологическая,Красота и уход,Мебель и оборудование для салонов красоты,Для косметологов,Кушетка косметологическая,,,15%,15%,15%
16495,Строительство и ремонтИнструментыЗапчасти и асессуарыКарбюраторы,Строительство и ремонт,Инструменты,Запчасти и асессуары,Карбюраторы,,,22%,22%,22%
16497,Строительство и ремонтИнструментыЗапчасти и асессуарыКатушка зажигания,Строительство и ремонт,Инструменты,Запчасти и асессуары,Катушка зажигания,,,22%,22%,22%
16498,Строительство и ремонтИнструментыЗапчасти и асессуарыКорпусы бензоинструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Корпусы бензоинструмента,,,22%,22%,22%
16499,Красота и уходМебель и оборудование для салонов красотыДля парикмахеровМанекен тренировочный для парикмахеров,Красота и уход,Мебель и оборудование для салонов красоты,Для парикмахеров,Манекен тренировочный для парикмахеров,,,20%,20%,20%
16500,Красота и уходМебель и оборудование для салонов красотыДля парикмахеровВоротник для мойки,Красота и уход,Мебель и оборудование для салонов красоты,Для парикмахеров,Воротник для мойки,,,15%,15%,15%
16501,Красота и уходМебель и оборудование для салонов красотыДля парикмахеровПарикмахерская тележка,Красота и уход,Мебель и оборудование для салонов красоты,Для парикмахеров,Парикмахерская тележка,,,15%,15%,15%
16502,Красота и уходМебель и оборудование для салонов красотыДля парикмахеровПарикмахерская мойка,Красота и уход,Мебель и оборудование для салонов красоты,Для парикмахеров,Парикмахерская мойка,,,15%,15%,15%
16503,Красота и уходМебель и оборудование для салонов красотыДля парикмахеровКресло парикмахерское,Красота и уход,Мебель и оборудование для салонов красоты,Для парикмахеров,Кресло парикмахерское,,,15%,15%,15%
16505,Красота и уходМебель и оборудование для салонов красотыДля кабинетов маникюра и педикюраВытяжка для маникюра,Красота и уход,Мебель и оборудование для салонов красоты,Для кабинетов маникюра и педикюра,Вытяжка для маникюра,,,15%,15%,15%
16506,Строительство и ремонтИнструментыЗапчасти и асессуарыКрышки шины для бензопилы,Строительство и ремонт,Инструменты,Запчасти и асессуары,Крышки шины для бензопилы,,,22%,22%,22%
16508,Строительство и ремонтИнструментыОборудование для мастерскойУльтразвуковые ванныУльтразвуковая ванна,Строительство и ремонт,Инструменты,Оборудование для мастерской,Ультразвуковые ванны,Ультразвуковая ванна,,22%,22%,22%
16509,Строительство и ремонтИнструментыЗапчасти и асессуарыМаслонасосы,Строительство и ремонт,Инструменты,Запчасти и асессуары,Маслонасосы,,,22%,22%,22%
16510,Строительство и ремонтИнструментыОборудование для мастерскойУльтразвуковые ванныЖидкость для ультразвуковых ванн,Строительство и ремонт,Инструменты,Оборудование для мастерской,Ультразвуковые ванны,Жидкость для ультразвуковых ванн,,22%,22%,22%
16511,Строительство и ремонтИнструментыОборудование для мастерскойТиски,Строительство и ремонт,Инструменты,Оборудование для мастерской,Тиски,,,22%,22%,22%
16512,Строительство и ремонтИнструментыЗапчасти и асессуарыПодшипники для инструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Подшипники для инструмента,,,22%,22%,22%
16514,Строительство и ремонтИнструментыЗапчасти и асессуарыПробки,Строительство и ремонт,Инструменты,Запчасти и асессуары,Пробки,,,22%,22%,22%
16515,Строительство и ремонтИнструментыЗапчасти и асессуарыРучки инструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Ручки инструмента,,,22%,22%,22%
16516,Строительство и ремонтИнструментыЗапчасти и асессуарыСтартеры для бензоинструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Стартеры для бензоинструмента,,,22%,22%,22%
16518,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиЛестница телескопическая,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Лестница телескопическая,,20%,20%,20%
16519,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиЛестница трансформер,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Лестница трансформер,,20%,20%,20%
16520,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиПодмости,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Подмости,,20%,20%,20%
16521,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиЛестница приставная,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Лестница приставная,,20%,20%,20%
16522,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиКомплектующие для лестниц и лесов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Комплектующие для лестниц и лесов,,20%,20%,20%
16523,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиСтроительные ходули,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Строительные ходули,,20%,20%,20%
16524,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиВышка-тура,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Вышка-тура,,20%,20%,20%
16525,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные лестницы и стремянкиКронштейн для хранения лестницы,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные лестницы и стремянки,Кронштейн для хранения лестницы,,20%,20%,20%
16527,Строительство и ремонтИнструментыОборудование для мастерскойСумки и пояса для инструментовСумки для инструментов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Сумки и пояса для инструментов,Сумки для инструментов,,22%,22%,22%
16528,Строительство и ремонтИнструментыОборудование для мастерскойСумки и пояса для инструментовПояса для инструментов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Сумки и пояса для инструментов,Пояса для инструментов,,22%,22%,22%
16529,Строительство и ремонтИнструментыОборудование для мастерскойСумки и пояса для инструментовЖилет монтажника,Строительство и ремонт,Инструменты,Оборудование для мастерской,Сумки и пояса для инструментов,Жилет монтажника,,22%,22%,22%
16530,Строительство и ремонтИнструментыОборудование для мастерскойСумки и пояса для инструментовМагнитный напульсный держатель для метизов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Сумки и пояса для инструментов,Магнитный напульсный держатель для метизов,,22%,22%,22%
16532,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные леса и люлькиСтроительные леса,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные леса и люльки,Строительные леса,,22%,22%,22%
16533,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные леса и люлькиПлощадка строительная,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные леса и люльки,Площадка строительная,,22%,22%,22%
16534,Строительство и ремонтИнструментыОборудование для мастерскойСтроительные леса и люлькиМусоропровод строительный,Строительство и ремонт,Инструменты,Оборудование для мастерской,Строительные леса и люльки,Мусоропровод строительный,,22%,22%,22%
16535,Строительство и ремонтИнструментыОборудование для мастерскойГрузоподъемное оборудование,Строительство и ремонт,Инструменты,Оборудование для мастерской,Грузоподъемное оборудование,,,22%,22%,22%
16538,Строительство и ремонтИнструментыЗапчасти и асессуарыУгольные щетки для электроинструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Угольные щетки для электроинструмента,,,22%,22%,22%
16541,Строительство и ремонтИнструментыЗапчасти и асессуарыФильтры воздушные,Строительство и ремонт,Инструменты,Запчасти и асессуары,Фильтры воздушные,,,22%,22%,22%
16544,Строительство и ремонтИнструментыЗапчасти и асессуарыФильтры топливные для бензоинструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Фильтры топливные для бензоинструмента,,,22%,22%,22%
16547,Строительство и ремонтИнструментыЗапчасти и асессуарыЦилиндро-поршневая группа для бензоинструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Цилиндро-поршневая группа для бензоинструмента,,,22%,22%,22%
16548,Строительство и ремонтИнструментыЗапчасти и асессуарыЯкорь двигателя для электроинструмента,Строительство и ремонт,Инструменты,Запчасти и асессуары,Якорь двигателя для электроинструмента,,,22%,22%,22%
16551,Строительство и ремонтИнструментыОборудование для мастерскойНаковальни,Строительство и ремонт,Инструменты,Оборудование для мастерской,Наковальни,,,22%,22%,22%
16554,Строительство и ремонтИнструментыСлесарные инструментыШарнирно-губцевый инструментКруглогубцы,Строительство и ремонт,Инструменты,Слесарные инструменты,Шарнирно-губцевый инструмент,Круглогубцы,,22%,22%,22%
16556,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиСистема хранения инструментов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Система хранения инструментов,,22%,22%,22%
16557,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиДержатели для инструментов,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Держатели для инструментов,,22%,22%,22%
16558,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиИнструментальные тележки,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Инструментальные тележки,,22%,22%,22%
16559,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиПодвесы и крюки,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Подвесы и крюки,,22%,22%,22%
16560,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиПерфопанели,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Перфопанели,,22%,22%,22%
16561,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиАксессуары для инструментальной тележки,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Аксессуары для инструментальной тележки,,22%,22%,22%
16562,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиКонтейнеры для перфопанель,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Контейнеры для перфопанель,,22%,22%,22%
16563,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиПодставка для сверл,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Подставка для сверл,,22%,22%,22%
16564,Строительство и ремонтИнструментыОборудование для мастерскойПодвесы и этажеркиПодвесы для инструмента,Строительство и ремонт,Инструменты,Оборудование для мастерской,Подвесы и этажерки,Подвесы для инструмента,,22%,22%,22%
16565,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадки для перфоратора,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки для перфоратора,,,22%,22%,22%
16566,Строительство и ремонтРасходные материалы и оснасткаОснасткаПолотна и пильные лентыПолотно,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Полотна и пильные ленты,Полотно,,25%,25%,25%
16568,Строительство и ремонтРасходные материалы и оснасткаОснасткаРемкомплектыЗапчасти для электроинструмента,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Ремкомплекты,Запчасти для электроинструмента,,22%,22%,22%
16569,Строительство и ремонтРасходные материалы и оснасткаОснасткаРемкомплектыРемкомплект для гидравлического оборудования,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Ремкомплекты,Ремкомплект для гидравлического оборудования,,22%,22%,22%
16570,Строительство и ремонтРасходные материалы и оснасткаОснасткаРемкомплектыРемкомплект для ручного инструмента,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Ремкомплекты,Ремкомплект для ручного инструмента,,22%,22%,22%
16572,Строительство и ремонтРасходные материалы и оснасткаОснасткаСмазочно-охлаждающая жидкость,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Смазочно-охлаждающая жидкость,,,22%,22%,22%
16573,Строительство и ремонтРасходные материалы и оснасткаОснасткаМасла и смазкиЖидкости для резки стекла,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Масла и смазки,Жидкости для резки стекла,,22%,22%,22%
16574,Строительство и ремонтРасходные материалы и оснасткаОснасткаМасла и смазкиСмазки для форм и опалубки,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Масла и смазки,Смазки для форм и опалубки,,22%,22%,22%
16576,Строительство и ремонтРасходные материалы и оснасткаОснасткаОснастки для цепных пилЦепи для пилы,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Оснастки для цепных пил,Цепи для пилы,,22%,22%,22%
16577,Строительство и ремонтРасходные материалы и оснасткаОснасткаОснастки для цепных пилШины для бензопилы,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Оснастки для цепных пил,Шины для бензопилы,,22%,22%,22%
16578,Строительство и ремонтРасходные материалы и оснасткаОснасткаОснастки для цепных пилКожухи для цепных пил,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Оснастки для цепных пил,Кожухи для цепных пил,,22%,22%,22%
16580,Строительство и ремонтРасходные материалы и оснасткаОснасткаОснастки для фрезеровНаборы фрез,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Оснастки для фрезеров,Наборы фрез,,22%,22%,22%
16581,Строительство и ремонтРасходные материалы и оснасткаОснасткаОснастки для фрезеровОправки для фрезы,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Оснастки для фрезеров,Оправки для фрезы,,22%,22%,22%
16582,Строительство и ремонтРасходные материалы и оснасткаОснасткаОснастки для фрезеровПриспособление для фрезерования,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Оснастки для фрезеров,Приспособление для фрезерования,,22%,22%,22%
16583,Строительство и ремонтРасходные материалы и оснасткаОснасткаОснастки для фрезеровФрезерные столы,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Оснастки для фрезеров,Фрезерные столы,,22%,22%,22%
16585,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиНасадки для инструментов,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Насадки для инструментов,,22%,22%,22%
16586,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиИнструменты для чистки сопел,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Инструменты для чистки сопел,,22%,22%,22%
16587,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиСопло,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Сопло,,22%,22%,22%
16588,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиУстройство для подачи воды в зону сверления,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Устройство для подачи воды в зону сверления,,22%,22%,22%
16589,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиКожухи для УШМ,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Кожухи для УШМ,,22%,22%,22%
16590,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиНасадки для сбора пыли,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Насадки для сбора пыли,,22%,22%,22%
16591,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиНасадки на гайковерты,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Насадки на гайковерты,,22%,22%,22%
16592,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиПылесборники для сверления и бурения,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Пылесборники для сверления и бурения,,22%,22%,22%
16593,Строительство и ремонтРасходные материалы и оснасткаОснасткаНасадкиНаборы для всасывания,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Насадки,Наборы для всасывания,,22%,22%,22%
16596,Строительство и ремонтРасходные материалы и оснасткаРасходные материалы для ремонтаПленки и тенты укрывные,Строительство и ремонт,Расходные материалы и оснастка,Расходные материалы для ремонта,Пленки и тенты укрывные,,,22%,22%,22%
16600,"Строительство и ремонтРасходные материалы и оснасткаДля дрелей, гравёров и шуруповертовКоронки",Строительство и ремонт,Расходные материалы и оснастка,"Для дрелей, гравёров и шуруповертов",Коронки,,,25%,25%,25%
16603,Строительство и ремонтЛакокрасочные материалы,Строительство и ремонт,Лакокрасочные материалы,,,,,22%,22%,22%
16605,Строительство и ремонтРасходные материалы и оснасткаОснасткаКлеевые стержни,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Клеевые стержни,,,22%,22%,22%
16608,Строительство и ремонтСантехникаСмесители и комплектующиеСмесители для кухонной мойки,Строительство и ремонт,Сантехника,Смесители и комплектующие,Смесители для кухонной мойки,,,18%,18%,18%
16609,Строительство и ремонтСантехникаСмесители и комплектующиеСмесители для ванны,Строительство и ремонт,Сантехника,Смесители и комплектующие,Смесители для ванны,,,18%,18%,18%
16611,Строительство и ремонтСантехникаСмесители и комплектующиеКомплектующиеАэратор для смесителя,Строительство и ремонт,Сантехника,Смесители и комплектующие,Комплектующие,Аэратор для смесителя,,18%,18%,18%
16612,АвтотоварыАвтозапчастиТормозная системаТормозные диски,Автотовары,Автозапчасти,Тормозная система,Тормозные диски,,,10%,10%,10%
16613,АвтотоварыАвтозапчастиТормозная системаТормозные суппорты,Автотовары,Автозапчасти,Тормозная система,Тормозные суппорты,,,10%,10%,10%
16614,АвтотоварыАвтозапчастиТормозная системаТормозные колодки,Автотовары,Автозапчасти,Тормозная система,Тормозные колодки,,,10%,10%,10%
16615,АвтотоварыАвтозапчастиТормозная системаТормозные барабаны,Автотовары,Автозапчасти,Тормозная система,Тормозные барабаны,,,10%,10%,10%
16616,АвтотоварыАвтозапчастиТормозная системаТормозные трубки и шланги,Автотовары,Автозапчасти,Тормозная система,Тормозные трубки и шланги,,,10%,10%,10%
16617,АвтотоварыАвтозапчастиТормозная системаТормозные цилиндры,Автотовары,Автозапчасти,Тормозная система,Тормозные цилиндры,,,10%,10%,10%
16618,АвтотоварыАвтозапчастиТормозная системаТормозные рычаги,Автотовары,Автозапчасти,Тормозная система,Тормозные рычаги,,,10%,10%,10%
16619,АвтотоварыАвтозапчастиТормозная системаСистема ABS,Автотовары,Автозапчасти,Тормозная система,Система ABS,,,10%,10%,10%
16620,АвтотоварыАвтозапчастиТормозная системаТормозная пневмосистема,Автотовары,Автозапчасти,Тормозная система,Тормозная пневмосистема,,,10%,10%,10%
16621,АвтотоварыАвтозапчастиТормозная системаРемкомплекты тормозной системы,Автотовары,Автозапчасти,Тормозная система,Ремкомплекты тормозной системы,,,10%,10%,10%
16623,Строительство и ремонтОсвещениеУличные светильникиКабель соединительный для уличного светильника,Строительство и ремонт,Освещение,Уличные светильники,Кабель соединительный для уличного светильника,,,22%,22%,22%
16624,Строительство и ремонтОсвещениеУличные светильникиКомплект фонарей,Строительство и ремонт,Освещение,Уличные светильники,Комплект фонарей,,,22%,22%,22%
16625,Строительство и ремонтОсвещениеУличные светильникиЛазерный проектор уличный,Строительство и ремонт,Освещение,Уличные светильники,Лазерный проектор уличный,,,22%,22%,22%
16626,Строительство и ремонтОсвещениеУличные светильникиЛандшафтный светильник,Строительство и ремонт,Освещение,Уличные светильники,Ландшафтный светильник,,,22%,22%,22%
16627,Строительство и ремонтОсвещениеУличные светильникиОсветительная установка,Строительство и ремонт,Освещение,Уличные светильники,Осветительная установка,,,22%,22%,22%
16628,Строительство и ремонтОсвещениеУличные светильникиПодводный светильник,Строительство и ремонт,Освещение,Уличные светильники,Подводный светильник,,,22%,22%,22%
16629,Строительство и ремонтОсвещениеЛюстрыЛюстра подвесная,Строительство и ремонт,Освещение,Люстры,Люстра подвесная,,,15%,15%,15%
16630,Строительство и ремонтОсвещениеУличные светильникиСадово-парковый светильник,Строительство и ремонт,Освещение,Уличные светильники,Садово-парковый светильник,,,22%,22%,22%
16631,Строительство и ремонтОсвещениеУличные светильникиСадовый светильник фигурный,Строительство и ремонт,Освещение,Уличные светильники,Садовый светильник фигурный,,,22%,22%,22%
16632,Строительство и ремонтОсвещениеУличные светильникиСветильник промышленный,Строительство и ремонт,Освещение,Уличные светильники,Светильник промышленный,,,22%,22%,22%
16633,АвтотоварыАвтозапчастиЗапчасти для ТОГотовые наборы для ТО,Автотовары,Автозапчасти,Запчасти для ТО,Готовые наборы для ТО,,,12%,12%,12%
16634,АвтотоварыАвтозапчастиЗапчасти для ТОМасляные фильтры,Автотовары,Автозапчасти,Запчасти для ТО,Масляные фильтры,,,12%,12%,12%
16635,АвтотоварыАвтозапчастиЗапчасти для ТОВоздушные фильтры,Автотовары,Автозапчасти,Запчасти для ТО,Воздушные фильтры,,,12%,12%,12%
16636,АвтотоварыАвтозапчастиЗапчасти для ТОСалонные фильтры,Автотовары,Автозапчасти,Запчасти для ТО,Салонные фильтры,,,12%,12%,12%
16637,АвтотоварыАвтозапчастиСистема зажиганияСвечи зажигания,Автотовары,Автозапчасти,Система зажигания,Свечи зажигания,,,22%,22%,22%
16639,Строительство и ремонтСантехникаСмесители и комплектующиеСмесителиДля душа,Строительство и ремонт,Сантехника,Смесители и комплектующие,Смесители,Для душа,,18%,18%,18%
16640,Строительство и ремонтСантехникаСмесители и комплектующиеСмесители для биде,Строительство и ремонт,Сантехника,Смесители и комплектующие,Смесители для биде,,,18%,18%,18%
16641,Строительство и ремонтСантехникаСмесители и комплектующиеСмесителиДля унитаза,Строительство и ремонт,Сантехника,Смесители и комплектующие,Смесители,Для унитаза,,18%,18%,18%
16642,"Строительство и ремонтЭлектрикаРозетки, вилки и выключателиСетевые фильтры, разветвители и удлинителиУдлинитель бытовой",Строительство и ремонт,Электрика,"Розетки, вилки и выключатели","Сетевые фильтры, разветвители и удлинители",Удлинитель бытовой,,15%,15%,15%
16643,"Строительство и ремонтЭлектрикаРозетки, вилки и выключателиСетевые фильтры, разветвители и удлинителиСетевой фильтр",Строительство и ремонт,Электрика,"Розетки, вилки и выключатели","Сетевые фильтры, разветвители и удлинители",Сетевой фильтр,,15%,15%,15%
