category ID,cat_code,category1_ru,category2_ru,category3_ru,category4_ru,category5_ru,category6_ru,comm FBO %,comm FBS %,comm DBS%
12408,Hayvonlar uchun tovarlarQushlar uchunQushlar uylari va inlari,Hayvonlar uchun tovarlar,Qushlar uchun,Qushlar uylari va inlari,,,,12%,12%,12%
12409,Goʻzallik va parvarishYuz parvarishiNamlash va oziqlantirishTonikalar,Goʻzallik va parvarish,Yuz parvarishi,Namlash va oziqlantirish,Tonikalar,,,20%,20%,20%
12410,AvtotovarlarAvtomobil uchun elektronikaVideoregistratorlar uchun aksessuarlar,Avtotovarlar,Avtomobil uchun elektronika,Videoregistratorlar uchun aksessuarlar,,,,20%,20%,20%
12412,Sport va hordiqFitnes va yogaFitnesFitnes to'plamlari,Sport va hordiq,Fitnes va yoga,Fitnes,Fitnes to'plamlari,,,22%,22%,22%
12413,Qurilish va taʼmirlashUy va bogʻ uchun suv taʼminotiSuvni tozalash va filtrlash,Qurilish va taʼmirlash,Uy va bogʻ uchun suv taʼminoti,Suvni tozalash va filtrlash,,,,20%,20%,20%
12414,AvtotovarlarAksessuarlar va jihozlarAvtomobil uchun suvenirlarYorugʻlik qaytargichlar,Avtotovarlar,Aksessuarlar va jihozlar,Avtomobil uchun suvenirlar,Yorugʻlik qaytargichlar,,,25%,25%,25%
12415,KiyimYangi tugʻilgan chaqaloqlar uchun kiyimlarBodi va kombinezonlar,Kiyim,Yangi tugʻilgan chaqaloqlar uchun kiyimlar,Bodi va kombinezonlar,,,,10%,10%,10%
12416,Qurilish va taʼmirlashYoritishSvetodiod tasmasi,Qurilish va taʼmirlash,Yoritish,Svetodiod tasmasi,,,,25%,25%,25%
12417,Sport va hordiqFitnes va yogaYoga va pilatesFitbollar,Sport va hordiq,Fitnes va yoga,Yoga va pilates,Fitbollar,,,22%,22%,22%
"12418,""ElektronikaNoutbuklar, planshetlar va elektron kitoblarPlanshetlar va elektron kitoblarElektron kitoblar"",Elektronika,""Noutbuklar, planshetlar va elektron kitoblar"",Planshetlar va elektron kitoblar,Elektron kitoblar,,,5%,5%,5%"
12420,Maishiy kimyoviy moddalarYuvish uchun vositalarKir yuvish kapsulalari,Maishiy kimyoviy moddalar,Yuvish uchun vositalar,Kir yuvish kapsulalari,,,,17%,17%,17%
12421,KitoblarBadiiy adabiyotNasrZamonaviy nasr,Kitoblar,Badiiy adabiyot,Nasr,Zamonaviy nasr,,,20%,20%,20%
12422,Uy-roʻzgʻor buyumlariDekor va interyerSoatlar va ob-havo stansiyalari,Uy-roʻzgʻor buyumlari,Dekor va interyer,Soatlar va ob-havo stansiyalari,,,,27%,27%,27%
12423,Bolalar tovarlariOʻyinchoqlar va oʻyinlarOʻrgatuvchi va rivojlantiruvchi oʻyinchoqlarBolalar piramidalari,Bolalar tovarlari,Oʻyinchoqlar va oʻyinlar,Oʻrgatuvchi va rivojlantiruvchi oʻyinchoqlar,Bolalar piramidalari,,,20%,20%,20%
12424,SalomatlikSportchilar uchun ozuqalarFitnes-ovqatlanish,Salomatlik,Sportchilar uchun ozuqalar,Fitnes-ovqatlanish,,,,19%,19%,19%
12425,Qurilish va taʼmirlashMateriallar va jihozlarUskunalarFrezer uchun uskunalar,Qurilish va taʼmirlash,Materiallar va jihozlar,Uskunalar,Frezer uchun uskunalar,Frezalar,,25%,25%,25%
12426,Maishiy texnikaOshxona texnikalariQovurish va pishirish uskunalariQovurish va qaynatish uchun boshqa texnikalar,Maishiy texnika,Oshxona texnikalari,Qovurish va pishirish uskunalari,Qovurish va qaynatish uchun boshqa texnikalar,Pitsa-meykerlar,,17%,17%,17%
12427,Goʻzallik va parvarishTana parvarishiDush va vanna uchun vositalarVanna uchun koʻpik,Goʻzallik va parvarish,Tana parvarishi,Dush va vanna uchun vositalar,Vanna uchun koʻpik,,,20%,20%,20%
12428,KiyimOʻgʻil bolalar uchun kiyimlarFutbolkalar va maykalarMaykalar,Kiyim,Oʻgʻil bolalar uchun kiyimlar,Futbolkalar va maykalar,Maykalar,,,25%,25%,25%
12429,Maishiy kimyoviy moddalarHasharotlar va kemiruvchilarga qarshi vositalarRatisidlar,Maishiy kimyoviy moddalar,Hasharotlar va kemiruvchilarga qarshi vositalar,Ratisidlar,,,,20%,20%,20%
12430,ElektronikaQuloqchinlar va audio texnikalarAudiotexnikaDiktofonlar,Elektronika,Quloqchinlar va audio texnikalar,Audiotexnika,Diktofonlar,,,20%,20%,20%
12431,ElektronikaQuloqchinlar va audio texnikalarAudiotexnikaRatsiya va radiostansiyalar,Elektronika,Quloqchinlar va audio texnikalar,Audiotexnika,Ratsiya va radiostansiyalar,Ratsiyalar,,18%,18%,18%
"12432,""Sport va hordiqTabiat qoʻynida dam olish, baliq ovi va ovTurizm va ochiq havoda dam olishOlovli pechlar, lager pechlari va gaz isitgichlari"",Sport va hordiq,""Tabiat qoʻynida dam olish, baliq ovi va ov"",Turizm va ochiq havoda dam olish,""Olovli pechlar, lager pechlari va gaz isitgichlari"",Zajigalkalar,,25%,25%,25%"
12433,Uy-roʻzgʻor buyumlariToʻqimachilikGilamlar va yoʻlak gilamlariGilamlar,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Gilamlar va yoʻlak gilamlari,Gilamlar,,,22%,22%,22%
12434,AksessuarlarQizlar uchun aksessuarlarBijuteriyalarBilaguzuklar,Aksessuarlar,Qizlar uchun aksessuarlar,Bijuteriyalar,Bilaguzuklar,,,25%,25%,25%
12435,Xobbi va ijodBoshqa xobbilarKosmetika va duxilar tayyorlash,Xobbi va ijod,Boshqa xobbilar,Kosmetika va duxilar tayyorlash,,,,22%,22%,22%
12436,Uy-roʻzgʻor buyumlariOshxona buyumlariMaydalagichlar va sharbat chiqargichlarYongʻoq chaqqichlar,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Maydalagichlar va sharbat chiqargichlar,Yongʻoq chaqqichlar,,,25%,25%,25%
12438,Goʻzallik va parvarishTana parvarishiQuyoshda toblanish va quyoshdan himoyaQuyoshda toblangandan keyin suriladigan vositalar,Goʻzallik va parvarish,Tana parvarishi,Quyoshda toblanish va quyoshdan himoya,Quyoshda toblangandan keyin suriladigan vositalar,,,20%,20%,20%
12439,Goʻzallik va parvarishMakiyajYuzTonal kremlar,Goʻzallik va parvarish,Makiyaj,Yuz,Tonal kremlar,,,20%,20%,20%
12441,AvtotovarlarAksessuarlar va jihozlarTyuning va tashqi bezakIzolyatsiya materiallari,Avtotovarlar,Aksessuarlar va jihozlar,Tyuning va tashqi bezak,Izolyatsiya materiallari,,,25%,25%,25%
12442,AksessuarlarErkaklar aksessuarlariBosh kiyimlarPanama,Aksessuarlar,Erkaklar aksessuarlari,Bosh kiyimlar,Panama,,,30%,30%,30%
12443,Hayvonlar uchun tovarlarBaliqlar va repitiliylar uchunOzuqa,Hayvonlar uchun tovarlar,Baliqlar va repitiliylar uchun,Ozuqa,,,,12%,12%,12%
12444,KiyimQizlar uchun kiyimlarKombinezonlar va yarim kombinezonlarKombinezonlar,Kiyim,Qizlar uchun kiyimlar,Kombinezonlar va yarim kombinezonlar,Kombinezonlar,,,25%,25%,25%
12445,Maishiy texnikaOshxona texnikalariKofe tayyorlashQahva mashinalarini tozalash vositalari,Maishiy texnika,Oshxona texnikalari,Kofe tayyorlash,Qahva mashinalarini tozalash vositalari,,,25%,25%,25%
12446,Kanselyariya tovarlariQogʻoz mahsulotlariKonvertlar,Kanselyariya tovarlari,Qogʻoz mahsulotlari,Konvertlar,,,,20%,20%,20%
12447,AvtotovarlarAvtomobilni parvarishiVosklar va polirollar,Avtotovarlar,Avtomobilni parvarishi,Vosklar va polirollar,,,,25%,25%,25%
12448,Qurilish va taʼmirlashSantexnikaDushlar va dush kabinalariKomponentlar,Qurilish va taʼmirlash,Santexnika,Dushlar va dush kabinalari,Komponentlar,Dush kabinalari uchun ehtiyot qism,,25%,25%,25%
12449,Sport va hordiqSuv sporti va suvda dam olishSuzishQalpoqchalar,Sport va hordiq,Suv sporti va suvda dam olish,Suzish,Qalpoqchalar,,,25%,25%,25%
12450,AvtotovarlarAvtomobil uchun elektronikaOʻt oldirish viklyuchatellari,Avtotovarlar,Avtomobil uchun elektronika,Oʻt oldirish viklyuchatellari,,,,20%,20%,20%
12451,AksessuarlarAyollar aksessuarlariBijuteriyalarTaqinchoqlar toʻplami,Aksessuarlar,Ayollar aksessuarlari,Bijuteriyalar,Taqinchoqlar toʻplami,,,25%,25%,25%
12452,Hayvonlar uchun tovarlarQishloq xoʻjaligi hayvonlari uchunChoʻchqalar uchun,Hayvonlar uchun tovarlar,Qishloq xoʻjaligi hayvonlari uchun,Choʻchqalar uchun,,,,22%,22%,22%
12453,Hayvonlar uchun tovarlarItlar uchunVolyer va budkalar,Hayvonlar uchun tovarlar,Itlar uchun,Volyer va budkalar,,,,22%,22%,22%
12456,KiyimAyollar kiyimiUy kiyimiTungi kiyimlar,Kiyim,Ayollar kiyimi,Uy kiyimi,Tungi kiyimlar,,,25%,25%,25%
12457,ElektronikaTelevizorlar va videotexnikalarTV-pristavkalar va media pleerlarSmart-TV pristavkalar,Elektronika,Televizorlar va videotexnikalar,TV-pristavkalar va media pleerlar,Smart-TV pristavkalar,,,20%,20%,20%
12458,Kanselyariya tovarlariNamoyish doskalariBoʻr bilan yozish uchun doskalar,Kanselyariya tovarlari,Namoyish doskalari,Boʻr bilan yozish uchun doskalar,,,,20%,20%,20%
12459,AvtotovarlarAvtomobil uchun moylar va kimyoviy moddalarAvtokimyo toʻplamlari,Avtotovarlar,Avtomobil uchun moylar va kimyoviy moddalar,Avtokimyo toʻplamlari,,,,25%,25%,25%
12461,KiyimOʻgʻil bolalar uchun kiyimlarKostyumlar va pidjaklarKlassik kostyumlar,Kiyim,Oʻgʻil bolalar uchun kiyimlar,Kostyumlar va pidjaklar,Klassik kostyumlar,,,25%,25%,25%
12462,Bolalar tovarlariGigiyena va tagliklarBolalar kosmetikasiBolalar uchun prisipkalar,Bolalar tovarlari,Gigiyena va tagliklar,Bolalar kosmetikasi,Bolalar uchun prisipkalar,,,20%,20%,20%
12464,AksessuarlarQizlar uchun aksessuarlarSoyabonlar,Aksessuarlar,Qizlar uchun aksessuarlar,Soyabonlar,,,,30%,30%,30%
12465,Maishiy texnikaUy uchun texnikaChangyutgichlar va aksessuarlarVertikal changyutgichlar,Maishiy texnika,Uy uchun texnika,Changyutgichlar va aksessuarlar,Vertikal changyutgichlar,,,12%,12%,12%
12466,Goʻzallik va parvarishMakiyajYuzBB va DD kremlari,Goʻzallik va parvarish,Makiyaj,Yuz,BB va DD kremlari,,,20%,20%,20%
12468,Goʻzallik va parvarishYuz parvarishiNamlash va oziqlantirishKonsentratlar,Goʻzallik va parvarish,Yuz parvarishi,Namlash va oziqlantirish,Konsentratlar,,,20%,20%,20%
12469,Xobbi va ijodRasm chizishGrafikaMarkerlar,Xobbi va ijod,Rasm chizish,Grafika,Markerlar,,,22%,22%,22%
12470,PoyabzallarErkaklar poyabzaliEtiklar va uggiDutiklar va lunoxodlar,Poyabzallar,Erkaklar poyabzali,Etiklar va uggi,Dutiklar va lunoxodlar,,,20%,20%,20%
12471,Hayvonlar uchun tovarlarBaliqlar va repitiliylar uchunOvqat beradigan idishlar,Hayvonlar uchun tovarlar,Baliqlar va repitiliylar uchun,Ovqat beradigan idishlar,,,,12%,12%,12%
12472,Bolalar tovarlariBolalar xonasiUyqu uchun barcha narsalarYostiqlar,Bolalar tovarlari,Bolalar xonasi,Uyqu uchun barcha narsalar,Yostiqlar,,,20%,20%,20%
12473,Qurilish va taʼmirlashMateriallar va jihozlarIzolyatsiya lentalari,Qurilish va taʼmirlash,Materiallar va jihozlar,Izolyatsiya lentalari,,,,25%,25%,25%
12474,Qurilish va taʼmirlashMateriallar va jihozlarTa'mirlash uchun materiallarQoplama plyonkalari va chodirlari,Qurilish va taʼmirlash,Materiallar va jihozlar,Ta'mirlash uchun materiallar,Qoplama plyonkalari va chodirlari,Qoplama plyonkalar,,25%,25%,25%
12475,PoyabzallarQizlar uchun poyabzalTuflilar va cheshkalarCheshkalar,Poyabzallar,Qizlar uchun poyabzal,Tuflilar va cheshkalar,Cheshkalar,,,20%,20%,20%
12476,AksessuarlarAyollar aksessuarlariBijuteriyalarBoʻyinga taqiladigan taqinchoqlar,Aksessuarlar,Ayollar aksessuarlari,Bijuteriyalar,Boʻyinga taqiladigan taqinchoqlar,Zanjirlar,,25%,25%,25%
12477,Goʻzallik va parvarishMakiyajKoʻzlarKoʻz uchun podvodkalar va konturlar,Goʻzallik va parvarish,Makiyaj,Koʻzlar,Koʻz uchun podvodkalar va konturlar,,,20%,20%,20%
12478,Uy-roʻzgʻor buyumlariHammom va sauna uchun tovarlarHammom uchun interyer buyumlari,Uy-roʻzgʻor buyumlari,Hammom va sauna uchun tovarlar,Hammom uchun interyer buyumlari,,,,27%,27%,27%
12479,Uy-roʻzgʻor buyumlariXoʻjalik buyumlariXoʻjalik sumkalari,Uy-roʻzgʻor buyumlari,Xoʻjalik buyumlari,Xoʻjalik sumkalari,,,,20%,20%,20%
12480,Uy-roʻzgʻor buyumlariToʻqimachilikElektr bilan isitiladigan toʻqimachilikElektr etiklar,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Elektr bilan isitiladigan toʻqimachilik,Elektr etiklar,,,22%,22%,22%
12481,Uy-roʻzgʻor buyumlariToʻqimachilikChoyshablarChoyshablar,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Choyshablar,Choyshablar,,,22%,22%,22%
12482,KiyimAyollar kiyimiUy kiyimiUy uchun xalatlar,Kiyim,Ayollar kiyimi,Uy kiyimi,Uy uchun xalatlar,,,25%,25%,25%
12483,Uy-roʻzgʻor buyumlariToʻqimachilikAdyollar,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Adyollar,,,,22%,22%,22%
12484,SalomatlikOptikaKo'rish uchun ko'zoynaklar,Salomatlik,Optika,Ko'rish uchun ko'zoynaklar,,,,25%,25%,25%
12485,AvtotovarlarAksessuarlar va jihozlarTyuning va tashqi bezakRadiatorlarning panjaralari va toʻrlari,Avtotovarlar,Aksessuarlar va jihozlar,Tyuning va tashqi bezak,Radiatorlarning panjaralari va toʻrlari,,,25%,25%,25%
12486,Uy-roʻzgʻor buyumlariToʻqimachilikYostiqlarGiyohli,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Yostiqlar,Giyohli,,,22%,22%,22%
12487,Maishiy texnikaOshxona texnikalariMaydalash va aralashtirishMaydalagichlar,Maishiy texnika,Oshxona texnikalari,Maydalash va aralashtirish,Maydalagichlar,,,17%,17%,17%
12488,Uy-roʻzgʻor buyumlariToʻqimachilikChoyshablarBolalar choyshablari,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Choyshablar,Bolalar choyshablari,,,22%,22%,22%
"12489,""Goʻzallik va parvarishShaxsiy gigiyenaSoqol olish uchun tovarlarAyollar uchun britvalar, ustaralar va almashtiriladigan kassetalar"",Goʻzallik va parvarish,Shaxsiy gigiyena,Soqol olish uchun tovarlar,""Ayollar uchun britvalar, ustaralar va almashtiriladigan kassetalar"",,,20%,20%,20%"
12490,Xobbi va ijodStol va karta oʻyinlariOʻyin kartalari,Xobbi va ijod,Stol va karta oʻyinlari,Oʻyin kartalari,,,,20%,20%,20%
12491,KiyimQizlar uchun kiyimlarUy kiyimiShimlar va shortilar,Kiyim,Qizlar uchun kiyimlar,Uy kiyimi,Shimlar va shortilar,,,25%,25%,25%
12492,ElektronikaAqlli uy va xavfsizlikVideokuzatuvKuzatuv kameralari uchun kojuxalar,Elektronika,Aqlli uy va xavfsizlik,Videokuzatuv,Kuzatuv kameralari uchun kojuxalar,,,22%,22%,22%
12493,KiyimQizlar uchun kiyimlarFutbolkalar va poloFutbolkalar,Kiyim,Qizlar uchun kiyimlar,Futbolkalar va polo,Futbolkalar,,,25%,25%,25%
12494,ElektronikaOfis texnikasiAksessuarlar va ofis jihozlari parvarishiTozalash vositalari,Elektronika,Ofis texnikasi,Aksessuarlar va ofis jihozlari parvarishi,Tozalash vositalari,,,30%,30%,30%
12495,KitoblarNobadiiy adabiyotKompyuter texnologiyalariMaʼlumotlarni tahlil qilish,Kitoblar,Nobadiiy adabiyot,Kompyuter texnologiyalari,Maʼlumotlarni tahlil qilish,,,20%,20%,20%
12496,Goʻzallik va parvarishErkaklar uchunSoqol olish uchunSoqol olish uchun vositalar,Goʻzallik va parvarish,Erkaklar uchun,Soqol olish uchun,Soqol olish uchun vositalar,Soqol olish uchun ko'piklar,,20%,20%,20%
12497,KitoblarOʻquv adabiyoti7-sinf,Kitoblar,Oʻquv adabiyoti,7-sinf,,,,20%,20%,20%
12498,Maishiy texnikaOshxona texnikalariQovurish va pishirish uskunalariQovurish va qaynatish uchun boshqa texnikalar,Maishiy texnika,Oshxona texnikalari,Qovurish va pishirish uskunalari,Qovurish va qaynatish uchun boshqa texnikalar,Non uchun tovarlar,,17%,17%,17%
12499,SalomatlikMassaj uskunalariMassaj stoli,Salomatlik,Massaj uskunalari,Massaj stoli,,,,20%,20%,20%
12500,AksessuarlarSayohat uchun aksessuarlarChamadonlar uchun aksessuarlarChemodanlar uchun qayishlar,Aksessuarlar,Sayohat uchun aksessuarlar,Chamadonlar uchun aksessuarlar,Chemodanlar uchun qayishlar,,,30%,30%,30%
12502,AksessuarlarAyollar aksessuarlariBosh kiyimlarBalaklavalar,Aksessuarlar,Ayollar aksessuarlari,Bosh kiyimlar,Balaklavalar,,,30%,30%,30%
12503,Sport va hordiqSport turlariBoks va yakka kurashTana himoyasi,Sport va hordiq,Sport turlari,Boks va yakka kurash,Tana himoyasi,,,25%,25%,25%
12504,Qurilish va taʼmirlashAsboblarElektr asboblarPerforatorlar,Qurilish va taʼmirlash,Asboblar,Elektr asboblar,Perforatorlar,,,12%,12%,12%
12505,ElektronikaNavigatorlarNavigatorlar uchun aksessuarlar,Elektronika,Navigatorlar,Navigatorlar uchun aksessuarlar,,,,30%,30%,30%
12506,ElektronikaFoto va video texnikaFotosuratchilar uchun uskunalarQarov va himoya,Elektronika,Foto va video texnika,Fotosuratchilar uchun uskunalar,Qarov va himoya,,,20%,20%,20%
12507,Sport va hordiqSport turlariGandbolGandbol aksessuarlari,Sport va hordiq,Sport turlari,Gandbol,Gandbol aksessuarlari,,,25%,25%,25%
12508,Qurilish va taʼmirlashAsboblarMontaj va mahkamlash asboblariParchinlagichlar,Qurilish va taʼmirlash,Asboblar,Montaj va mahkamlash asboblari,Parchinlagichlar,Parchinlagichlar,,17%,17%,17%
12509,Goʻzallik va parvarishParfyumeriyaXushbo'ylangan suv,Goʻzallik va parvarish,Parfyumeriya,Xushbo'ylangan suv,,,,20%,20%,20%
12510,Goʻzallik va parvarishTana parvarishiTana parvarishi uchun aksessuarlarQuruq massaj uchun choʻtkalar,Goʻzallik va parvarish,Tana parvarishi,Tana parvarishi uchun aksessuarlar,Quruq massaj uchun choʻtkalar,,,25%,25%,25%
12512,AksessuarlarAyollar aksessuarlariBosh kiyimlarBogʻichlar,Aksessuarlar,Ayollar aksessuarlari,Bosh kiyimlar,Bogʻichlar,,,30%,30%,30%
12513,KitoblarBiznes-adabiyotIqtisodiyot,Kitoblar,Biznes-adabiyot,Iqtisodiyot,,,,20%,20%,20%
12514,ElektronikaQuloqchinlar va audio texnikalarQuloqchinlarQuloqchinlar uchun gʻiloflar,Elektronika,Quloqchinlar va audio texnikalar,Quloqchinlar,Quloqchinlar uchun gʻiloflar,,,30%,30%,30%
12515,KiyimOʻgʻil bolalar uchun kiyimlarUstki kiyimKurtkalar va puxli ustki kiyimlar,Kiyim,Oʻgʻil bolalar uchun kiyimlar,Ustki kiyim,Kurtkalar va puxli ustki kiyimlar,,,25%,25%,25%
12516,Qurilish va taʼmirlashMahkamlagichlar va armaturaQurilish shpilkalari,Qurilish va taʼmirlash,Mahkamlagichlar va armatura,Qurilish shpilkalari,,,,22%,22%,22%
"12517,""Uy-roʻzgʻor buyumlariOshxona buyumlariSpirtli ichimliklar tayyorlashAlkogol tayyorlash uchun toʻplamlar, ingrediyentlar"",Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Spirtli ichimliklar tayyorlash,""Alkogol tayyorlash uchun toʻplamlar, ingrediyentlar"",,,22%,22%,22%"
12518,Sport va hordiqSport turlariYugurishYugurish uchun aksessuarlar,Sport va hordiq,Sport turlari,Yugurish,Yugurish uchun aksessuarlar,,,25%,25%,25%
12519,PoyabzallarOʻgʻil bolalar uchun poyabzalBotinkalar va qoʻnjsiz botinkalarBotinkalar,Poyabzallar,Oʻgʻil bolalar uchun poyabzal,Botinkalar va qoʻnjsiz botinkalar,Botinkalar,,,20%,20%,20%
"12520,""ElektronikaNoutbuklar, planshetlar va elektron kitoblarNoutbuklarNoutbuklar"",Elektronika,""Noutbuklar, planshetlar va elektron kitoblar"",Noutbuklar,Noutbuklar,,,5%,5%,5%"
12521,Goʻzallik va parvarishMakiyajYuzMakiyaj ostidan suriladigan vositalar,Goʻzallik va parvarish,Makiyaj,Yuz,Makiyaj ostidan suriladigan vositalar,,,20%,20%,20%
12522,Qurilish va taʼmirlashShaxsiy himoya vositalariKaskalar,Qurilish va taʼmirlash,Shaxsiy himoya vositalari,Kaskalar,,,,25%,25%,25%
12523,KiyimErkaklar kiyimiKo'ylaklarUzun yengli ko'ylaklar,Kiyim,Erkaklar kiyimi,Ko'ylaklar,Uzun yengli ko'ylaklar,,,25%,25%,25%
12524,Uy-roʻzgʻor buyumlariOshxona buyumlariOshxona aksessuarlariStol toʻshamalari va issiq idishlar uchun tagliklar,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Oshxona aksessuarlari,Stol toʻshamalari va issiq idishlar uchun tagliklar,,,25%,25%,25%
12525,ElektronikaQuloqchinlar va audio texnikalarAudiotexnikaMusiqa markazlari,Elektronika,Quloqchinlar va audio texnikalar,Audiotexnika,Musiqa markazlari,,,10%,10%,10%
12526,Maishiy texnikaGoʻzallik uchun texnikaApparatli kosmetologiyaKosmetologiya asboblar,Maishiy texnika,Goʻzallik uchun texnika,Apparatli kosmetologiya,Kosmetologiya asboblar,,,20%,20%,20%
12527,Hayvonlar uchun tovarlarQushlar uchunQushlar uchun ozuqalar va shirinliklarShirinliklar,Hayvonlar uchun tovarlar,Qushlar uchun,Qushlar uchun ozuqalar va shirinliklar,Shirinliklar,,,12%,12%,12%
12529,Uy-roʻzgʻor buyumlariXonaki oʻsimliklar uchun tovarlarLeykalar va purkagichlar,Uy-roʻzgʻor buyumlari,Xonaki oʻsimliklar uchun tovarlar,Leykalar va purkagichlar,,,,30%,30%,30%
12530,KiyimAyollar kiyimiUstki kiyimYengil kurtka va vetrovkalar,Kiyim,Ayollar kiyimi,Ustki kiyim,Yengil kurtka va vetrovkalar,,,25%,25%,25%
12531,ElektronikaKompyuter texnikasiKompyuterning tashqi qurilmalariSunʼiy yoʻldosh interneti,Elektronika,Kompyuter texnikasi,Kompyuterning tashqi qurilmalari,Sunʼiy yoʻldosh interneti,,,22%,22%,22%
12532,Sport va hordiqFitnes va yogaFitnesSport massaj apparatlari,Sport va hordiq,Fitnes va yoga,Fitnes,Sport massaj apparatlari,,,22%,22%,22%
"12533,""Xobbi va ijodRasmlar, foto ramkalar, otkritkalar yasashPayetkalardan qilingan rasmlar"",Xobbi va ijod,""Rasmlar, foto ramkalar, otkritkalar yasash"",Payetkalardan qilingan rasmlar,,,,22%,22%,22%"
12534,AksessuarlarDiniy aksessuarlarHijob va tyurbanlar,Aksessuarlar,Diniy aksessuarlar,Hijob va tyurbanlar,,,,30%,30%,30%
12536,Kanselyariya tovarlariPapkalar va fayllarPortfolio,Kanselyariya tovarlari,Papkalar va fayllar,Portfolio,,,,20%,20%,20%
12538,Qurilish va taʼmirlashAsboblarElektr asboblarShurup buragichlar,Qurilish va taʼmirlash,Asboblar,Elektr asboblar,Shurup buragichlar,,,15%,15%,15%
12539,Uy-roʻzgʻor buyumlariOshxona buyumlariOshxona anjomlariPazandachilik qoshiqlari,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Oshxona anjomlari,Pazandachilik qoshiqlari,,,25%,25%,25%
12540,KitoblarNobadiiy adabiyotKompyuter texnologiyalariMaʼlumotlar bazasi,Kitoblar,Nobadiiy adabiyot,Kompyuter texnologiyalari,Maʼlumotlar bazasi,,,20%,20%,20%
12541,Maishiy texnikaGoʻzallik uchun texnikaApparatli kosmetologiyaManikyur va pedikyur uchun asboblar,Maishiy texnika,Goʻzallik uchun texnika,Apparatli kosmetologiya,Manikyur va pedikyur uchun asboblar,,,20%,20%,20%
12542,ElektronikaAqlli uy va xavfsizlikUy xavfsizligiQoʻriqlash tizimlari uchun modullar,Elektronika,Aqlli uy va xavfsizlik,Uy xavfsizligi,Qoʻriqlash tizimlari uchun modullar,,,20%,20%,20%
12543,ElektronikaAqlli uy va xavfsizlikUy xavfsizligiObyekt haqida maʼlumot oʻqish qurilmalari,Elektronika,Aqlli uy va xavfsizlik,Uy xavfsizligi,Obyekt haqida maʼlumot oʻqish qurilmalari,,,20%,20%,20%
12544,ElektronikaAqlli uy va xavfsizlikUy xavfsizligiXabar berish moslamalari,Elektronika,Aqlli uy va xavfsizlik,Uy xavfsizligi,Xabar berish moslamalari,,,20%,20%,20%
12545,Uy-roʻzgʻor buyumlariDekor va interyerFoto ramkalar va foto albomlar,Uy-roʻzgʻor buyumlari,Dekor va interyer,Foto ramkalar va foto albomlar,,,,27%,27%,27%
12546,Maishiy texnikaOshxona texnikalariQovurish va pishirish uskunalariQovurish va qaynatish uchun boshqa texnikalar,Maishiy texnika,Oshxona texnikalari,Qovurish va pishirish uskunalari,Qovurish va qaynatish uchun boshqa texnikalar,Elektrofondyu,,17%,17%,17%
12547,Maishiy texnikaOshxona texnikalariElektr choynaklar va termopotlarTermopotlar,Maishiy texnika,Oshxona texnikalari,Elektr choynaklar va termopotlar,Termopotlar,,,17%,17%,17%
12548,KiyimQizlar uchun kiyimlarKoʻylaklar va sarafanlarKoʻylaklar,Kiyim,Qizlar uchun kiyimlar,Koʻylaklar va sarafanlar,Koʻylaklar,,,25%,25%,25%
12549,Goʻzallik va parvarishSochlar parvarishiBoʻyash va kimyoviy jingalak qilishBo'yash uchun cho'tkalar va aksessuarlar,Goʻzallik va parvarish,Sochlar parvarishi,Boʻyash va kimyoviy jingalak qilish,Bo'yash uchun cho'tkalar va aksessuarlar,,,20%,20%,20%
12551,Hayvonlar uchun tovarlarItlar uchunAmunitsiya,Hayvonlar uchun tovarlar,Itlar uchun,Amunitsiya,,,,30%,30%,30%
12552,PoyabzallarOʻgʻil bolalar uchun poyabzalShlepanslar va slanslarShlepanslar,Poyabzallar,Oʻgʻil bolalar uchun poyabzal,Shlepanslar va slanslar,Shlepanslar,,,20%,20%,20%
12553,KiyimErkaklar kiyimiFutbolkalar va poloPolo,Kiyim,Erkaklar kiyimi,Futbolkalar va polo,Polo,,,25%,25%,25%
12554,KiyimErkaklar kiyimiFutbolkalar va poloLongslivlar,Kiyim,Erkaklar kiyimi,Futbolkalar va polo,Longslivlar,,,25%,25%,25%
12555,AvtotovarlarGaraj va avtoservisKuzov ishlari uchun uskunalar,Avtotovarlar,Garaj va avtoservis,Kuzov ishlari uchun uskunalar,,,,17%,17%,17%
12556,AksessuarlarErkaklar aksessuarlariSumkalar va ryukzaklarSumkalar,Aksessuarlar,Erkaklar aksessuarlari,Sumkalar va ryukzaklar,Sumkalar,,,25%,25%,25%
12558,Goʻzallik va parvarishMakiyajKoʻzlarKipriklar parvarishi uchun zardoblar va moylar,Goʻzallik va parvarish,Makiyaj,Koʻzlar,Kipriklar parvarishi uchun zardoblar va moylar,,,20%,20%,20%
