category ID,cat_code,category1_ru,category2_ru,category3_ru,category4_ru,category5_ru,category6_ru,comm FBO %,comm FBS %,comm DBS%
14107,AvtotovarlarAksessuarlar va jihozlarTyuning va tashqi bezakAvtosovitkichlar,Avtotovarlar,Aksessuarlar va jihozlar,Tyuning va tashqi bezak,Avtosovitkichlar,,,25%,25%,25%
"14108,""AksessuarlarErkaklar aksessuarlariHamyonlar, kalit solgichlar va tashrif qogʻozi uchun karmonchalarPul uchun qistirgichlar"",Aksessuarlar,Erkaklar aksessuarlari,""Hamyonlar, kalit solgichlar va tashrif qogʻozi uchun karmonchalar"",Pul uchun qistirgichlar,,,30%,30%,30%"
14109,ElektronikaQuloqchinlar va audio texnikalarAudiotexnikaRatsiya va radiostansiyalar,Elektronika,Quloqchinlar va audio texnikalar,Audiotexnika,Ratsiya va radiostansiyalar,Ratsiya uchun akkumulyatorlar,,18%,18%,18%
14110,ElektronikaAqlli uy va xavfsizlikAqlli uyAqlli uylarni boshqarish,Elektronika,Aqlli uy va xavfsizlik,Aqlli uy,Aqlli uylarni boshqarish,,,20%,20%,20%
14111,Uy-roʻzgʻor buyumlariOshxona buyumlariOshxona anjomlariChovli va elak,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Oshxona anjomlari,Chovli va elak,,,25%,25%,25%
14112,PoyabzallarErkaklar poyabzaliAkva poyabzal,Poyabzallar,Erkaklar poyabzali,Akva poyabzal,,,,20%,20%,20%
14113,Goʻzallik va parvarishTana parvarishiNamlash va oziqlantirishOyoq kremlari,Goʻzallik va parvarish,Tana parvarishi,Namlash va oziqlantirish,Oyoq kremlari,,,20%,20%,20%
14114,ElektronikaFoto va video texnikaFoto va video kameralarIxcham fotoapparatlar,Elektronika,Foto va video texnika,Foto va video kameralar,Ixcham fotoapparatlar,,,25%,25%,25%
14115,Maishiy kimyoviy moddalarTozalash va yuvish vositalariOynalarni tozalash uchun vositalar,Maishiy kimyoviy moddalar,Tozalash va yuvish vositalari,Oynalarni tozalash uchun vositalar,,,,17%,17%,17%
14117,ElektronikaOfis texnikasiAksessuarlar va ofis jihozlari parvarishiOfis jihozlari uchun ehtiyot qismlar va aksessuarlar,Elektronika,Ofis texnikasi,Aksessuarlar va ofis jihozlari parvarishi,Ofis jihozlari uchun ehtiyot qismlar va aksessuarlar,,,30%,30%,30%
14118,Bolalar tovarlariGigiyena va tagliklarOgʻiz boʻshligʻi gigiyenasiBolalar uchun tishlagichlar,Bolalar tovarlari,Gigiyena va tagliklar,Ogʻiz boʻshligʻi gigiyenasi,Bolalar uchun tishlagichlar,,,20%,20%,20%
14119,PoyabzallarQizlar uchun poyabzalSandalilar va saboSabo,Poyabzallar,Qizlar uchun poyabzal,Sandalilar va sabo,Sabo,,,20%,20%,20%
14120,AvtotovarlarAvtomobilni parvarishiAvtomobil uchun quritkichlar,Avtotovarlar,Avtomobilni parvarishi,Avtomobil uchun quritkichlar,,,,25%,25%,25%
14121,Qurilish va taʼmirlashUy va bogʻ uchun suv taʼminotiKanalizatsiya uchun,Qurilish va taʼmirlash,Uy va bogʻ uchun suv taʼminoti,Kanalizatsiya uchun,,,,15%,15%,15%
14122,Kanselyariya tovarlariYozuv qurollariFlomasterlar,Kanselyariya tovarlari,Yozuv qurollari,Flomasterlar,,,,20%,20%,20%
14123,Maishiy texnikaGoʻzallik uchun texnikaSoch turmaklashSochlarni jingalak qilish uchun qisqichlar,Maishiy texnika,Goʻzallik uchun texnika,Soch turmaklash,Sochlarni jingalak qilish uchun qisqichlar,,,17%,17%,17%
14124,Bolalar tovarlariOvqatlantirish uchun tovarlarButilkachalarni isitgichlar va Sterilizatorlar,Bolalar tovarlari,Ovqatlantirish uchun tovarlar,Butilkachalarni isitgichlar va Sterilizatorlar,,,,25%,25%,25%
14125,Goʻzallik va parvarishYuz parvarishiNiqoblarMatoli niqoblar,Goʻzallik va parvarish,Yuz parvarishi,Niqoblar,Matoli niqoblar,,,15%,15%,15%
14126,Sport va hordiqSuv sporti va suvda dam olishDayvingDayving uchun aksessuarlar,Sport va hordiq,Suv sporti va suvda dam olish,Dayving,Dayving uchun aksessuarlar,,,25%,25%,25%
14127,AvtotovarlarAvtomobil uchun elektronikaOrqani koʻrish kameralari,Avtotovarlar,Avtomobil uchun elektronika,Orqani koʻrish kameralari,,,,15%,15%,15%
14130,KitoblarOʻquv adabiyoti9-sinf,Kitoblar,Oʻquv adabiyoti,9-sinf,,,,20%,20%,20%
14131,Maishiy texnikaOshxona texnikalariBoshqa oshxona texnikalariSabzavot va mevalar uchun quritgichlar,Maishiy texnika,Oshxona texnikalari,Boshqa oshxona texnikalari,Sabzavot va mevalar uchun quritgichlar,,,20%,20%,20%
14132,PoyabzallarErkaklar poyabzaliRezinali etiklar va kalishlar,Poyabzallar,Erkaklar poyabzali,Rezinali etiklar va kalishlar,,,,20%,20%,20%
14133,AksessuarlarAyollar aksessuarlariBosh kiyimlarPanamalar,Aksessuarlar,Ayollar aksessuarlari,Bosh kiyimlar,Panamalar,,,30%,30%,30%
14134,Uy-roʻzgʻor buyumlariToʻqimachilikElektr bilan isitiladigan toʻqimachilikElektr koʻrpalar,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Elektr bilan isitiladigan toʻqimachilik,Elektr koʻrpalar,,,25%,25%,25%
14135,Uy-roʻzgʻor buyumlariOshxona buyumlariOziq-ovqat mahsulotlarini saqlashQutilar,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Oziq-ovqat mahsulotlarini saqlash,Qutilar,,,25%,25%,25%
14136,ElektronikaFoto va video texnikaFoto va video kameralar uchun aksessuarlarSumkalar va ryukzaklar,Elektronika,Foto va video texnika,Foto va video kameralar uchun aksessuarlar,Sumkalar va ryukzaklar,,,30%,30%,30%
14137,Goʻzallik va parvarishTana parvarishiDush va vanna uchun vositalarVanna uchun yogʻ,Goʻzallik va parvarish,Tana parvarishi,Dush va vanna uchun vositalar,Vanna uchun yogʻ,,,20%,20%,20%
14138,Sport va hordiqSuv sporti va suvda dam olishVatrushkalar va ballonlar,Sport va hordiq,Suv sporti va suvda dam olish,Vatrushkalar va ballonlar,,,,22%,22%,22%
14140,ElektronikaKompyuter texnikasiKompyuter aksessuarlariKlaviatura va sichqoncha toʻplamlari,Elektronika,Kompyuter texnikasi,Kompyuter aksessuarlari,Klaviatura va sichqoncha toʻplamlari,,,25%,25%,25%
14141,AksessuarlarAyollar aksessuarlariBijuteriyalarOyoq uchun brasletlari,Aksessuarlar,Ayollar aksessuarlari,Bijuteriyalar,Oyoq uchun brasletlari,,,25%,25%,25%
14142,Uy-roʻzgʻor buyumlariToʻqimachilikElektr bilan isitiladigan toʻqimachilikElektr-matraslar,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Elektr bilan isitiladigan toʻqimachilik,Elektr-matraslar,,,25%,25%,25%
14143,Uy-roʻzgʻor buyumlariOshxona buyumlariOshxona anjomlariOziq-ovqat tayoqchalari,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Oshxona anjomlari,Oziq-ovqat tayoqchalari,,,22%,22%,22%
"14144,""Dacha, bogʻ va tomorqaPiknik, barbekyu, grillMangal, koptilni uchun panjaralar va aksessuarlarGrillar, mangallar uchun sumkalar va gʻiloflar"",""Dacha, bogʻ va tomorqa"",""Piknik, barbekyu, grill"",""Mangal, koptilni uchun panjaralar va aksessuarlar"",""Grillar, mangallar uchun sumkalar va gʻiloflar"",,,20%,20%,20%"
14145,Sport va hordiqVelosportVelosport uchun aksessuarlar,Sport va hordiq,Velosport,Velosport uchun aksessuarlar,,,,25%,25%,25%
14146,Maishiy texnikaKatta maishiy texnikaQaynatish panellari,Maishiy texnika,Katta maishiy texnika,Qaynatish panellari,,,,10%,10%,10%
"14147,""Dacha, bogʻ va tomorqaOʻsimliklar parvarishiO'simliklar uchun fitolampalar"",""Dacha, bogʻ va tomorqa"",Oʻsimliklar parvarishi,O'simliklar uchun fitolampalar,,,,20%,20%,20%"
"14148,""Sport va hordiqFitnes va yogaPetlilar, narvonlar, krossfit uchun to'siqlarShtanga uchun ustunlar"",Sport va hordiq,Fitnes va yoga,""Petlilar, narvonlar, krossfit uchun to'siqlar"",Shtanga uchun ustunlar,,,22%,22%,22%"
14149,Uy-roʻzgʻor buyumlariOshxona buyumlariOshxonada tartibOshxona tokchalari,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Oshxonada tartib,Oshxona tokchalari,,,25%,25%,25%
14150,Maishiy texnikaOshxona texnikalariQovurish va pishirish uskunalariQovurish va qaynatish uchun boshqa texnikalar,Maishiy texnika,Oshxona texnikalari,Qovurish va pishirish uskunalari,Qovurish va qaynatish uchun boshqa texnikalar,Elektrokoptilni,,17%,17%,17%
14152,Kanselyariya tovarlariQogʻoz mahsulotlariKundaliklarMaktab kundaliglari,Kanselyariya tovarlari,Qogʻoz mahsulotlari,Kundaliklar,Maktab kundaliglari,,,20%,20%,20%
14154,ElektronikaSoatlar va elektron budilniklarAromabudilniklar va katrijlar,Elektronika,Soatlar va elektron budilniklar,Aromabudilniklar va katrijlar,,,,20%,20%,20%
14155,Qurilish va taʼmirlashBo'yoq va lak materiallariBo'yash va pardozlash uchun asboblarBoshqa pardozlash vositalari,Qurilish va taʼmirlash,Bo'yoq va lak materiallari,Bo'yash va pardozlash uchun asboblar,Boshqa pardozlash vositalari,Tekislagichlar,,25%,25%,25%
"14156,""Dacha, bogʻ va tomorqaBogʻ mebellariBogʻ dekoratsiyasi"",""Dacha, bogʻ va tomorqa"",Bogʻ mebellari,Bogʻ dekoratsiyasi,,,,25%,25%,25%"
14157,Kanselyariya tovarlariOfis buyumlariSkotch,Kanselyariya tovarlari,Ofis buyumlari,Skotch,,,,20%,20%,20%
14158,Uy-roʻzgʻor buyumlariXoʻjalik buyumlariTozalash ishlari uchun inventarlarChoʻtkalar va smetkalar,Uy-roʻzgʻor buyumlari,Xoʻjalik buyumlari,Tozalash ishlari uchun inventarlar,Choʻtkalar va smetkalar,,,20%,20%,20%
14159,Kanselyariya tovarlariNamoyish doskalariDoska uchun magnitlar,Kanselyariya tovarlari,Namoyish doskalari,Doska uchun magnitlar,,,,20%,20%,20%
14160,KiyimAyollar kiyimiLiboslar va sarafanlarOfis liboslari,Kiyim,Ayollar kiyimi,Liboslar va sarafanlar,Ofis liboslari,,,25%,25%,25%
14161,KiyimOʻgʻil bolalar uchun kiyimlarTolstovka va olimpiykalarTolstovkalar va svitshotlar,Kiyim,Oʻgʻil bolalar uchun kiyimlar,Tolstovka va olimpiykalar,Tolstovkalar va svitshotlar,,,25%,25%,25%
"14162,""Kanselyariya tovarlariQogʻoz mahsulotlariHaftaliklar va kundaliklar, planerlarHaftaliklar"",Kanselyariya tovarlari,Qogʻoz mahsulotlari,""Haftaliklar va kundaliklar, planerlar"",Haftaliklar,,,20%,20%,20%"
14164,Kanselyariya tovarlariQogʻoz mahsulotlariTaqvimlar,Kanselyariya tovarlari,Qogʻoz mahsulotlari,Taqvimlar,,,,20%,20%,20%
14165,Uy-roʻzgʻor buyumlariOshxona buyumlariMaydalagichlar va sharbat chiqargichlarTuxum kesgichlar,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Maydalagichlar va sharbat chiqargichlar,Tuxum kesgichlar,,,25%,25%,25%
14166,Sport va hordiqFitnes va yogaYoga va pilatesQo'ng'iroqlar va gonglar,Sport va hordiq,Fitnes va yoga,Yoga va pilates,Qo'ng'iroqlar va gonglar,,,22%,22%,22%
14167,AksessuarlarOʻgʻil bolalar uchun aksessuarlarQayishlar va osma kamarlarKamarlar,Aksessuarlar,Oʻgʻil bolalar uchun aksessuarlar,Qayishlar va osma kamarlar,Kamarlar,,,30%,30%,30%
14169,Kanselyariya tovarlariStol podstavkalari va tashrif qogʻozlariQalamlar va ruchkalar uchun tagliklar,Kanselyariya tovarlari,Stol podstavkalari va tashrif qogʻozlari,Qalamlar va ruchkalar uchun tagliklar,,,,20%,20%,20%
14170,Sport va hordiqSuv sporti va suvda dam olishSuzishSuzish uchun koʻzoynaklar va niqoblar,Sport va hordiq,Suv sporti va suvda dam olish,Suzish,Suzish uchun koʻzoynaklar va niqoblar,,,25%,25%,25%
14171,KiyimOʻgʻil bolalar uchun kiyimlarKostyumlar va pidjaklarKostyumlar va pidjaklar toʻplamlari,Kiyim,Oʻgʻil bolalar uchun kiyimlar,Kostyumlar va pidjaklar,Kostyumlar va pidjaklar toʻplamlari,,,25%,25%,25%
14172,KiyimQizlar uchun kiyimlarShimlar va jinsilarJinsilar,Kiyim,Qizlar uchun kiyimlar,Shimlar va jinsilar,Jinsilar,,,25%,25%,25%
14173,Kanselyariya tovarlariPapkalar va fayllarFayllar va ajratuvchilar,Kanselyariya tovarlari,Papkalar va fayllar,Fayllar va ajratuvchilar,,,,20%,20%,20%
14174,Qurilish va taʼmirlashQurilish-pardoz materiallariGul qogʻozlarSuyuq gul qogʻozlar,Qurilish va taʼmirlash,Qurilish-pardoz materiallari,Gul qogʻozlar,Suyuq gul qogʻozlar,,,25%,25%,25%
14176,AvtotovarlarShinalar va disklarDisklar uchun kolpaklar,Avtotovarlar,Shinalar va disklar,Disklar uchun kolpaklar,,,,20%,20%,20%
14177,Qurilish va taʼmirlashAsboblarKalitlar va otvyotkalarTeshikli klyuchlar,Qurilish va taʼmirlash,Asboblar,Kalitlar va otvyotkalar,Teshikli klyuchlar,,,25%,25%,25%
14179,Bolalar tovarlariDam olish va oʻyin-kulgiFokuslar,Bolalar tovarlari,Dam olish va oʻyin-kulgi,Fokuslar,,,,30%,30%,30%
14180,Kanselyariya tovarlariMaktab va oʻqish uchun tovarlarKanselyariya toʻplamlari,Kanselyariya tovarlari,Maktab va oʻqish uchun tovarlar,Kanselyariya toʻplamlari,,,,20%,20%,20%
14181,Kanselyariya tovarlariChizmachilik qurollariReysfederlar,Kanselyariya tovarlari,Chizmachilik qurollari,Reysfederlar,,,,20%,20%,20%
14182,AksessuarlarErkaklar aksessuarlariZargarlik buyumlariBilaguzuklar,Aksessuarlar,Erkaklar aksessuarlari,Zargarlik buyumlari,Bilaguzuklar,,,25%,25%,25%
14183,Hayvonlar uchun tovarlarQishloq xoʻjaligi hayvonlari uchunQishloq xoʻjaligi qushlari uchun,Hayvonlar uchun tovarlar,Qishloq xoʻjaligi hayvonlari uchun,Qishloq xoʻjaligi qushlari uchun,,,,12%,12%,12%
14185,Sport va hordiqSport turlariBeysbolBeysbol qo'lqoplari,Sport va hordiq,Sport turlari,Beysbol,Beysbol qo'lqoplari,,,22%,22%,22%
14186,KiyimQizlar uchun kiyimlarIchki kiyim va termal ichki kiyimToplar va byustgalterlar,Kiyim,Qizlar uchun kiyimlar,Ichki kiyim va termal ichki kiyim,Toplar va byustgalterlar,,,25%,25%,25%
14187,Bolalar tovarlariOʻyinchoqlar va oʻyinlarOʻyinchoq qurollar va blasterlar,Bolalar tovarlari,Oʻyinchoqlar va oʻyinlar,Oʻyinchoq qurollar va blasterlar,,,,20%,20%,20%
14188,KitoblarOʻquv adabiyotiYakuniy test va YNI,Kitoblar,Oʻquv adabiyoti,Yakuniy test va YNI,,,,20%,20%,20%
14189,AvtotovarlarAvtomobil ehtiyot qismlariBoshqa avtomobil qismlari,Avtotovarlar,Avtomobil ehtiyot qismlari,Boshqa avtomobil qismlari,,,,10%,10%,10%
"14190,""Xobbi va ijodRasmlar, foto ramkalar, otkritkalar yasashMavzuli rasmlarGullar va natyurmortlar"",Xobbi va ijod,""Rasmlar, foto ramkalar, otkritkalar yasash"",Mavzuli rasmlar,Gullar va natyurmortlar,,,22%,22%,22%"
14191,KiyimAyollar kiyimiBluzkalar va ko'ylaklarBluzkalar,Kiyim,Ayollar kiyimi,Bluzkalar va ko'ylaklar,Bluzkalar,,,25%,25%,25%
14193,Qurilish va taʼmirlashQurilish-pardoz materiallariQurilish-pardoz ishlar uchun aksessuarlar va sarflov materiallari,Qurilish va taʼmirlash,Qurilish-pardoz materiallari,Qurilish-pardoz ishlar uchun aksessuarlar va sarflov materiallari,,,,25%,25%,25%
14194,Sport va hordiqSport turlariBoks va yakka kurashKaplar,Sport va hordiq,Sport turlari,Boks va yakka kurash,Kaplar,,,25%,25%,25%
14195,Maishiy texnikaIqlim texnikasiKonditsionerlar va split tizimlarKonditsionerlar uchun aksessuarlar va ehtiyot qismlar,Maishiy texnika,Iqlim texnikasi,Konditsionerlar va split tizimlar,Konditsionerlar uchun aksessuarlar va ehtiyot qismlar,,,30%,30%,30%
14196,Uy-roʻzgʻor buyumlariOshxona buyumlariOshxonada tartibOshxona jihozlari uchun lotkalar,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Oshxonada tartib,Oshxona jihozlari uchun lotkalar,,,25%,25%,25%
14197,AvtotovarlarAvtomobil uchun elektronikaYuguruvchi yozuvlar tasmasi,Avtotovarlar,Avtomobil uchun elektronika,Yuguruvchi yozuvlar tasmasi,,,,20%,20%,20%
14198,Maishiy kimyoviy moddalarIdish yuvish mashinalari uchun vositalarIYuM uchun kukunlar,Maishiy kimyoviy moddalar,Idish yuvish mashinalari uchun vositalar,IYuM uchun kukunlar,,,,17%,17%,17%
14199,ElektronikaAqlli uy va xavfsizlikAqlli uyAqlli rozetkalar,Elektronika,Aqlli uy va xavfsizlik,Aqlli uy,Aqlli rozetkalar,,,20%,20%,20%
14200,ElektronikaKompyuter texnikasiKompyuter aksessuarlariKompyuterlar uchun tagliklar,Elektronika,Kompyuter texnikasi,Kompyuter aksessuarlari,Kompyuterlar uchun tagliklar,,,20%,20%,20%
14201,Qurilish va taʼmirlashSantexnikaVannalar va butlovchi qismlarButlovchi qismlar,Qurilish va taʼmirlash,Santexnika,Vannalar va butlovchi qismlar,Butlovchi qismlar,Vanna uchun to‘siq,,18%,18%,18%
14202,AksessuarlarErkaklar aksessuarlariQoʻlqoplar va varejkalarVarejkalar,Aksessuarlar,Erkaklar aksessuarlari,Qoʻlqoplar va varejkalar,Varejkalar,,,30%,30%,30%
14204,KitoblarBadiiy adabiyotDetektivlar,Kitoblar,Badiiy adabiyot,Detektivlar,,,,20%,20%,20%
14205,ElektronikaElektronikalar uchun aksessuarlarUzaytirgichlar,Elektronika,Elektronikalar uchun aksessuarlar,Uzaytirgichlar,,,,30%,30%,30%
14206,ElektronikaAqlli uy va xavfsizlikUy xavfsizligiDNBT (Dostupni nazorat qilish va boshqarish tizimi),Elektronika,Aqlli uy va xavfsizlik,Uy xavfsizligi,DNBT (Dostupni nazorat qilish va boshqarish tizimi),,,20%,20%,20%
14207,ElektronikaFoto va video texnikaFotosuratchilar uchun uskunalarFotostudiya uchun chiroq,Elektronika,Foto va video texnika,Fotosuratchilar uchun uskunalar,Fotostudiya uchun chiroq,,,20%,20%,20%
14208,SalomatlikOptikaNamlantiruvchi tomchilar,Salomatlik,Optika,Namlantiruvchi tomchilar,,,,20%,20%,20%
14209,Qurilish va taʼmirlashUy va bogʻ uchun suv taʼminotiAvtomatik suv taʼminoti uchun,Qurilish va taʼmirlash,Uy va bogʻ uchun suv taʼminoti,Avtomatik suv taʼminoti uchun,,,,15%,15%,15%
14210,Bolalar tovarlariOnalar uchun mahsulotlarHomilador ayollar uchun bandajlar,Bolalar tovarlari,Onalar uchun mahsulotlar,Homilador ayollar uchun bandajlar,,,,15%,15%,15%
14211,Maishiy texnikaOshxona texnikalariQovurish va pishirish uskunalariQovurish va qaynatish uchun boshqa texnikalar,Maishiy texnika,Oshxona texnikalari,Qovurish va pishirish uskunalari,Qovurish va qaynatish uchun boshqa texnikalar,Tartaletlar,,17%,17%,17%
14212,Qurilish va taʼmirlashAsboblarUrish-dastakli asboblariKatta bolgʻalar va yogʻoch bolgʻalar,Qurilish va taʼmirlash,Asboblar,Urish-dastakli asboblari,Katta bolgʻalar va yogʻoch bolgʻalar,Yogʻoch bolgʻa,,25%,25%,25%
14215,ElektronikaTelevizorlar va videotexnikalarRaqamli va sun'iy yo'ldosh TVRaqamli televidenie uchun antennalar,Elektronika,Televizorlar va videotexnikalar,Raqamli va sun'iy yo'ldosh TV,Raqamli televidenie uchun antennalar,,,22%,22%,22%
14216,KiyimAyollar kiyimiFutbolkalar va poloLongslivlar,Kiyim,Ayollar kiyimi,Futbolkalar va polo,Longslivlar,,,25%,25%,25%
14217,Maishiy kimyoviy moddalarIdish yuvish mashinalari uchun vositalarIYuM uchun tabletkalar va kapsulalar,Maishiy kimyoviy moddalar,Idish yuvish mashinalari uchun vositalar,IYuM uchun tabletkalar va kapsulalar,,,,17%,17%,17%
14219,Goʻzallik va parvarishYuz parvarishiNamlash va oziqlantirishBalzamlar va gellar,Goʻzallik va parvarish,Yuz parvarishi,Namlash va oziqlantirish,Balzamlar va gellar,,,20%,20%,20%
14220,Goʻzallik va parvarishSochlar parvarishiSoch parvarishi uchun aksessuarlarTaroqlar va choʻtkalar,Goʻzallik va parvarish,Sochlar parvarishi,Soch parvarishi uchun aksessuarlar,Taroqlar va choʻtkalar,,,25%,25%,25%
14221,Uy-roʻzgʻor buyumlariXoʻjalik buyumlariTozalash ishlari uchun inventarlarAxlat qoplari,Uy-roʻzgʻor buyumlari,Xoʻjalik buyumlari,Tozalash ishlari uchun inventarlar,Axlat qoplari,,,20%,20%,20%
14222,Qurilish va taʼmirlashAsboblarElektr asboblarBoshqa elektr asboblari,Qurilish va taʼmirlash,Asboblar,Elektr asboblar,Boshqa elektr asboblari,Metall uchun elektr qaychi,,15%,15%,15%
14223,KiyimErkaklar kiyimiUstki kiyimPalto,Kiyim,Erkaklar kiyimi,Ustki kiyim,Palto,,,25%,25%,25%
14224,Qurilish va taʼmirlashAsboblarKavsharlash uskunalariKavsharlash stansiyasi,Qurilish va taʼmirlash,Asboblar,Kavsharlash uskunalari,Kavsharlash stansiyasi,,,17%,17%,17%
14225,ElektronikaSmartfonlar va telefonlarSmartfonlar uchun aksessuarlarZaryadlash qurilmalari,Elektronika,Smartfonlar va telefonlar,Smartfonlar uchun aksessuarlar,Zaryadlash qurilmalari,Kabelli zaryadlovchi qurilmalar,,28%,28%,28%
"14226,""KiyimQizlar uchun kiyimlarJemperlar, sviterlar va kardiganlarKardiganlar"",Kiyim,Qizlar uchun kiyimlar,""Jemperlar, sviterlar va kardiganlar"",Kardiganlar,,,25%,25%,25%"
14227,Uy-roʻzgʻor buyumlariOshxona buyumlariOvqat pishirish uchun idishlarSut pishirgichlar,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Ovqat pishirish uchun idishlar,Sut pishirgichlar,,,25%,25%,25%
14228,Sport va hordiqSport turlariTennis va badmintonSkvosh,Sport va hordiq,Sport turlari,Tennis va badminton,Skvosh,,,25%,25%,25%
14230,Bolalar tovarlariOvqatlantirish uchun tovarlarOvqatlantirish uchun idishlar va anjomlariBolalar ovqatlari uchun konteynerlar,Bolalar tovarlari,Ovqatlantirish uchun tovarlar,Ovqatlantirish uchun idishlar va anjomlari,Bolalar ovqatlari uchun konteynerlar,,,20%,20%,20%
14232,Maishiy texnikaUy uchun texnikaChangyutgichlar va aksessuarlarYuvuvchi chang yutgichlar,Maishiy texnika,Uy uchun texnika,Changyutgichlar va aksessuarlar,Yuvuvchi chang yutgichlar,,,12%,12%,12%
14233,KiyimAyollar kiyimiIchki kiyimTrusiklar,Kiyim,Ayollar kiyimi,Ichki kiyim,Trusiklar,,,25%,25%,25%
14234,Kanselyariya tovarlariMuhr va shtamplarShtamplar uchun osnastkalar va futlyarlar,Kanselyariya tovarlari,Muhr va shtamplar,Shtamplar uchun osnastkalar va futlyarlar,,,,20%,20%,20%
14235,ElektronikaKompyuter texnikasiKompyuter aksessuarlariSichqoncha uchun gilamchalar,Elektronika,Kompyuter texnikasi,Kompyuter aksessuarlari,Sichqoncha uchun gilamchalar,,,30%,30%,30%
14236,Maishiy texnikaUy uchun texnikaDazmollar va bugʻlagichlarDazmollash tizimlari va presslar,Maishiy texnika,Uy uchun texnika,Dazmollar va bugʻlagichlar,Dazmollash tizimlari va presslar,,,17%,17%,17%
14237,PoyabzallarAyollar poyabzaliKrossovkalar,Poyabzallar,Ayollar poyabzali,Krossovkalar,,,,20%,20%,20%
"14238,""KiyimOʻgʻil bolalar uchun kiyimlarJemperlar, sviterlar va kardiganlarJiletlar"",Kiyim,Oʻgʻil bolalar uchun kiyimlar,""Jemperlar, sviterlar va kardiganlar"",Jiletlar,,,25%,25%,25%"
14239,AvtotovarlarAvtomobil uchun moylar va kimyoviy moddalarQoʻllarni tozalash vositalari,Avtotovarlar,Avtomobil uchun moylar va kimyoviy moddalar,Qoʻllarni tozalash vositalari,,,,25%,25%,25%
14240,Xobbi va ijodMusiqiy asboblarPuflama cholgʻu asboblari,Xobbi va ijod,Musiqiy asboblar,Puflama cholgʻu asboblari,,,,15%,15%,15%
14241,ElektronikaSmartfonlar va telefonlarSmartfonlar uchun aksessuarlarTagkursi va tutqichlar,Elektronika,Smartfonlar va telefonlar,Smartfonlar uchun aksessuarlar,Tagkursi va tutqichlar,,,30%,30%,30%
14242,KiyimAyollar kiyimiLiboslar va sarafanlarHar kun kiyiladigan liboslar,Kiyim,Ayollar kiyimi,Liboslar va sarafanlar,Har kun kiyiladigan liboslar,,,25%,25%,25%
14243,Uy-roʻzgʻor buyumlariToʻqimachilikGilamlar va yoʻlak gilamlariPol uchun himoya gilamchalari,Uy-roʻzgʻor buyumlari,Toʻqimachilik,Gilamlar va yoʻlak gilamlari,Pol uchun himoya gilamchalari,,,22%,22%,22%
14244,Goʻzallik va parvarishMakiyajYuzRumyana va bronzerlar,Goʻzallik va parvarish,Makiyaj,Yuz,Rumyana va bronzerlar,,,20%,20%,20%
14245,KiyimAyollar kiyimiHomiladorlar uchun kiyimlarUy kiyimi,Kiyim,Ayollar kiyimi,Homiladorlar uchun kiyimlar,Uy kiyimi,,,25%,25%,25%
14246,Sport va hordiqSport turlariTennis va badmintonBadminton,Sport va hordiq,Sport turlari,Tennis va badminton,Badminton,,,25%,25%,25%
"14247,""KitoblarNobadiiy adabiyotAforizmlar, iqtiboslar, maqollar"",Kitoblar,Nobadiiy adabiyot,""Aforizmlar, iqtiboslar, maqollar"",,,,20%,20%,20%"
14248,Goʻzallik va parvarishTana parvarishiSellyulitga va choʻzilishga qarshi vositalarTerining choʻzilib ketishidan himoya vosita,Goʻzallik va parvarish,Tana parvarishi,Sellyulitga va choʻzilishga qarshi vositalar,Terining choʻzilib ketishidan himoya vosita,,,20%,20%,20%
14249,KitoblarBolalarga va ota-onalargaBolalar uchun boʻsh vaqtlarni foydali oʻtkazish va ijodNakleykali kitoblar,Kitoblar,Bolalarga va ota-onalarga,Bolalar uchun boʻsh vaqtlarni foydali oʻtkazish va ijod,Nakleykali kitoblar,,,22%,22%,22%
14251,Goʻzallik va parvarishMakiyajKoʻzlarKiprik uchun tushlar,Goʻzallik va parvarish,Makiyaj,Koʻzlar,Kiprik uchun tushlar,,,20%,20%,20%
14253,Qurilish va taʼmirlashShaxsiy himoya vositalariRespiratorlar,Qurilish va taʼmirlash,Shaxsiy himoya vositalari,Respiratorlar,,,,25%,25%,25%
14254,Bolalar tovarlariBolalar xonasiUyqu uchun barcha narsalarKokonlar va pozitsionerlar,Bolalar tovarlari,Bolalar xonasi,Uyqu uchun barcha narsalar,Kokonlar va pozitsionerlar,,,20%,20%,20%
14255,Uy-roʻzgʻor buyumlariOshxona buyumlariIchimlik uchun aksessuarlarIchimliklarni sovitish,Uy-roʻzgʻor buyumlari,Oshxona buyumlari,Ichimlik uchun aksessuarlar,Ichimliklarni sovitish,,,25%,25%,25%
14256,Goʻzallik va parvarishYuz parvarishiMuammoli terilar uchun mahsulotlarYuvinish uchun koʻpik,Goʻzallik va parvarish,Yuz parvarishi,Muammoli terilar uchun mahsulotlar,Yuvinish uchun koʻpik,,,20%,20%,20%
